fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
5.1,0.42,20.65125,1.8,0.044,18.0,88.0,0.99157,-12.0165,0.73,13.6,7.0
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,-12.0165,0.64,9.5,5.0
7.6,0.43,-11.61875,2.1,-10.225,19.0,-12.650000000000002,0.99718,3.4,0.64,9.5,5.0
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,6.0
6.5,-12.250000000000002,0.0,4.3,-10.225,11.0,20.0,0.99488,3.45,0.56,11.8,4.0
9.8,0.37,0.39,2.5,0.079,28.0,65.0,0.99729,3.16,0.59,9.8,5.0
8.3,-12.250000000000002,0.22,2.4,0.082,10.0,86.0,0.9983,3.37,0.62,9.5,5.0
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,-12.0165,-17.375,10.5,5.0
7.5,0.58,0.14,2.2,0.077,27.0,60.0,-13.484624999999998,3.28,0.59,9.8,5.0
7.9,-12.250000000000002,-12.17375,1.4,0.096,26.091875,13.0,0.99569,3.43,0.58,9.5,-25.0
6.1,0.64,-12.17375,2.4,0.069,26.0,46.0,0.99358,3.47,0.45,11.0,5.0
20.72665,0.64,0.0,2.7,0.123,15.0,21.83,0.99538,3.44,0.63,-8.374999999999998,-25.0
6.3,14.1665,-12.17375,2.0,0.083,17.0,24.0,0.99437,3.59,0.55,11.2,-25.0
8.2,0.78,0.0,2.2,0.089,13.0,-12.650000000000002,0.9978,3.37,0.46,9.6,4.0
7.2,0.57,-12.17375,2.3,0.081,-8.303125000000001,36.0,0.99564,3.38,0.6,10.3,6.0
10.4,0.43,0.5,2.3,0.068,13.0,21.83,-13.484624999999998,-12.0165,0.87,11.4,6.0
5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,5.0
7.5,-8.2775,0.2,2.0,0.073,34.0,-12.650000000000002,0.99494,3.1,0.43,9.3,-25.0
-14.177749999999998,0.715,0.22,2.3,0.075,13.0,-12.650000000000002,0.99688,3.24,0.54,9.5,36.0
-14.177749999999998,-8.2775,0.0,1.9,0.114,-15.353125,10.0,0.99636,3.35,0.6,9.7,6.0
9.8,14.1665,-12.17375,1.7,0.062,3.0,9.0,0.9948,3.14,0.57,11.5,7.0
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,20.8249,0.64,10.4,6.0
7.9,0.765,-12.17375,2.0,18.055,9.0,22.0,0.99619,3.33,0.68,10.9,6.0
8.0,0.6,0.08,2.6,0.056,3.0,7.0,0.99286,-12.0165,0.37,13.0,5.0
7.0,0.6,0.3,4.5,0.068,20.0,110.0,-13.484624999999998,3.3,1.17,10.2,5.0
5.9,0.395,0.13,2.4,-10.225,14.0,28.0,0.99362,-12.0165,0.67,12.4,6.0
7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,14.784999999999998,4.0
6.6,0.63,0.0,4.3,-10.225,14.341875,77.5,0.99558,3.2,0.45,9.5,47.0
-14.177749999999998,0.53,0.14,-23.32515625,-10.225,15.0,29.0,0.99323,3.35,0.61,-8.374999999999998,6.0
5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.99191,3.45,-17.375,12.2,6.0
7.6,21.83,0.0,-11.425,0.137,5.0,9.0,0.99476,3.5,0.4,10.9,3.0
5.2,0.645,0.0,2.15,0.08,15.0,28.0,0.99444,3.78,0.61,12.5,6.0
9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.99576,3.3,-17.375,11.2,6.0
20.72665,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,-12.0165,0.53,9.8,5.0
6.8,0.68,0.09,3.9,0.068,15.0,29.0,0.99524,3.41,0.52,11.1,4.0
-11.47775,-12.250000000000002,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,5.0
8.0,1.18,0.21,1.9,0.083,14.0,41.0,-12.372625,3.34,0.47,10.5,5.0
7.0,0.36,0.21,2.3,0.086,14.341875,65.0,0.99558,3.4,0.54,-8.374999999999998,6.0
7.0,0.36,0.21,2.4,0.086,-15.353125,69.0,0.99556,3.4,0.53,10.1,6.0
7.5,-12.250000000000002,0.27,-23.32515625,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,6.0
9.9,0.44,0.46,2.2,0.091,10.0,41.0,0.99638,3.18,0.69,11.9,6.0
9.1,0.76,0.68,1.7,0.414,18.0,64.0,23.410775,20.8249,20.5375,-8.374999999999998,6.0
6.7,0.46,0.24,1.7,0.077,18.0,-12.650000000000002,0.9948,3.39,0.6,10.6,-25.0
6.7,-8.2775,0.24,-23.32515625,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,-25.0
6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,5.0
-14.177749999999998,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,-12.0165,-17.375,9.8,6.0
7.8,0.87,0.26,3.8,0.107,-15.353125,67.0,0.99668,3.26,0.46,9.2,5.0
8.4,-12.250000000000002,0.1,1.7,0.075,-11.753125,25.0,0.99581,3.09,0.43,9.7,6.0
6.0,0.5,0.0,1.4,0.057,26.091875,26.0,0.99448,-11.6415,0.45,9.5,5.0
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,5.0
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,14.784999999999998,-25.0
7.5,0.51,0.02,1.7,-10.225,13.0,31.0,0.99538,3.36,20.5375,10.5,-19.0
8.2,0.44,0.24,2.3,0.063,10.0,28.0,-13.484624999999998,3.25,0.53,10.2,6.0
6.1,0.59,0.01,2.1,0.056,-15.353125,13.0,0.99472,3.52,0.56,11.4,5.0
7.2,14.1665,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,5.0
-14.177749999999998,0.62,0.01,-23.32515625,0.065,-15.353125,46.0,0.99332,3.32,0.51,11.8,6.0
7.2,0.58,0.03,-23.32515625,0.077,7.0,28.0,0.99568,3.35,0.52,10.0,-25.0
-14.177749999999998,0.475,-12.17375,1.4,-10.225,6.0,28.0,-13.484624999999998,-11.6415,0.65,10.0333333333333,6.0
9.2,0.54,0.31,2.3,0.112,11.0,38.0,-13.484624999999998,3.24,20.5375,10.9,5.0
8.3,0.85,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,30.225,10.1,5.0
8.0,-12.250000000000002,0.27,2.0,0.08,-15.353125,63.0,0.99652,3.29,0.48,9.8,4.0
7.2,0.605,0.02,1.9,0.096,14.341875,31.0,0.995,3.46,0.53,11.8,6.0
20.72665,-12.250000000000002,0.09,2.2,0.115,10.0,42.0,22.743575,3.18,-17.375,9.5,5.0
7.3,0.74,0.08,1.7,0.094,10.0,45.0,0.99576,3.24,0.5,9.8,5.0
8.0,0.77,0.32,2.1,-10.225,14.341875,74.0,0.99656,-12.0165,0.5,9.8,6.0
7.7,0.75,-12.17375,3.8,0.11,-8.303125000000001,89.0,0.99664,3.24,0.45,9.3,5.0
6.8,-12.250000000000002,0.0,1.2,0.267,16.0,29.0,0.99471,3.32,0.51,9.8,3.0
6.8,0.83,0.09,1.8,0.074,-15.353125,25.0,0.99534,3.38,-17.375,9.6,5.0
6.6,-12.250000000000002,0.31,6.1,0.083,-15.353125,49.0,0.99718,3.35,0.68,10.3,5.0
8.0,0.52,0.25,-19.675,0.078,19.0,59.0,-13.484624999999998,3.3,0.48,10.2,5.0
8.7,21.83,-12.17375,1.6,0.09,4.0,11.0,0.99745,-12.0165,0.65,9.55,5.0
20.72665,0.59,0.26,2.0,0.08,-15.353125,104.0,22.743575,20.8249,0.52,9.9,47.0
-14.177749999999998,0.6,0.12,2.2,0.083,-15.353125,28.0,0.9966,3.52,0.62,14.784999999999998,7.0
7.2,0.67,0.0,2.2,-10.225,10.0,-12.650000000000002,0.9956,3.42,0.72,11.1,-25.0
8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,6.0
6.0,0.51,0.0,2.1,0.064,-8.303125000000001,54.0,-13.484624999999998,3.54,0.93,10.7,6.0
-11.47775,0.29,0.36,2.2,0.048,35.0,53.0,0.995,-12.0165,-17.375,12.4,7.0
-11.47775,0.32,0.59,2.2,-10.225,3.0,15.0,0.9994,3.2,0.78,9.6,5.0
7.3,0.34,0.33,-11.425,0.064,21.0,37.0,0.9952,3.35,20.5375,12.1,7.0
7.8,0.53,0.01,1.6,0.077,3.0,-12.650000000000002,0.995,3.16,0.46,9.8,5.0
7.7,0.64,20.984250000000003,2.2,0.077,32.0,133.0,0.9956,3.27,0.45,9.9,5.0
7.5,0.4,0.18,1.6,0.079,24.0,58.0,-13.484624999999998,3.34,0.58,9.4,5.0
-14.177749999999998,-12.250000000000002,0.09,3.9,0.123,14.0,31.0,0.9968,3.5,0.67,11.0,4.0
7.7,0.23,0.37,-23.32515625,-10.225,23.0,60.0,0.9971,3.41,0.71,12.1,6.0
7.6,0.43,0.31,2.1,18.055,13.0,74.0,0.9958,3.26,0.54,9.9,6.0
6.1,0.4,0.16,-17.68140625,0.069,11.0,-12.650000000000002,0.9955,21.4499,20.5375,-8.374999999999998,-25.0
10.2,0.54,0.37,15.4,0.214,-15.353125,95.0,1.00369,3.18,0.77,9.0,-25.0
10.0,0.38,0.38,1.6,0.169,27.0,90.0,0.99914,20.8249,-11.562500000000002,8.5,5.0
7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,7.0
7.4,0.785,0.19,5.2,0.094,19.0,21.83,0.99713,3.16,0.52,9.56666666666667,6.0
6.9,0.58,0.2,1.75,0.058,8.0,22.0,0.99322,-12.0165,20.5375,11.7,5.0
-14.177749999999998,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.1,6.0
6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75,-8.374999999999998,5.0
7.2,-12.250000000000002,0.32,2.0,-10.225,15.0,28.0,0.9947,3.23,-17.375,11.3,7.0
6.6,0.58,0.02,2.0,-10.225,37.0,53.0,0.99374,3.35,0.76,11.6,7.0
-14.177749999999998,0.49,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,-17.375,9.0,5.0
-11.47775,0.9,0.0,1.6,0.052,9.0,17.0,0.99467,20.8249,20.5375,10.9,6.0
7.6,0.49,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,0.58,9.0,5.0
7.9,0.2,-12.17375,-23.32515625,0.054,7.0,15.0,0.99458,3.32,-17.375,11.9,7.0
6.4,0.42,0.09,2.3,0.054,-15.353125,64.0,0.99724,3.41,20.5375,10.4,6.0
6.8,0.59,0.1,1.7,0.063,34.0,-12.650000000000002,0.9958,3.41,0.67,9.7,5.0
7.3,14.1665,0.32,2.1,0.062,31.0,54.0,-13.484624999999998,3.3,0.65,10.0,7.0
7.3,0.98,0.05,2.1,0.061,20.0,49.0,0.99705,20.8249,0.55,-8.374999999999998,3.0
7.6,0.35,0.6,2.6,0.073,14.341875,44.0,23.410775,3.38,0.79,11.1,6.0
6.1,0.6,0.08,1.8,0.071,14.0,45.0,23.410775,3.38,0.54,11.0,5.0
9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,20.5375,8.8,5.0
7.1,0.875,0.05,40.312593750000005,-10.225,3.0,14.0,-13.484624999999998,21.4499,0.52,10.2,3.0
8.2,0.28,0.6,3.0,-10.225,10.0,22.0,0.99828,3.39,0.68,10.6,5.0
6.0,0.64,0.05,1.9,0.066,9.0,17.0,0.99496,3.52,0.78,10.6,5.0
5.6,0.54,0.04,1.7,0.049,5.0,13.0,0.9942,3.72,0.58,-8.374999999999998,47.0
7.1,-12.250000000000002,0.49,1.8,0.039,8.0,18.0,0.99344,3.39,0.56,12.4,-25.0
7.7,0.54,0.26,40.312593750000005,0.089,23.0,147.0,0.99636,3.26,0.59,9.7,5.0
6.4,0.31,0.09,-23.32515625,0.066,-15.353125,28.0,0.99459,3.42,0.7,10.0,7.0
-14.177749999999998,0.54,0.26,1.9,0.089,23.0,147.0,-13.484624999999998,3.26,0.59,-8.374999999999998,5.0
6.9,0.74,20.65125,2.3,0.054,14.341875,16.0,0.99508,3.45,0.63,11.5,6.0
6.9,-8.2775,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,6.0
7.8,0.82,0.29,4.3,0.083,21.0,64.0,0.99642,-12.0165,-17.375,14.784999999999998,5.0
7.5,0.38,0.57,2.3,0.106,5.0,12.0,-13.484624999999998,3.36,0.55,11.4,6.0
6.8,0.81,-12.17375,2.0,0.07,6.0,14.0,0.99562,-12.0165,0.66,10.8,47.0
7.5,0.38,-12.17375,2.3,0.106,5.0,12.0,-13.484624999999998,3.36,0.55,11.4,6.0
6.4,-8.2775,-12.17375,2.2,0.047,26.0,48.0,0.99661,3.47,0.77,9.7,6.0
6.4,0.79,0.04,-23.32515625,0.061,-15.353125,17.0,0.99588,3.53,0.65,10.4,6.0
6.4,0.56,-12.17375,1.8,0.078,17.0,65.0,0.99294,3.33,0.6,10.5,6.0
6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,0.97,10.6,5.0
7.4,0.47,-12.17375,2.2,0.114,-15.353125,-12.650000000000002,23.410775,3.32,0.63,-8.374999999999998,5.0
6.5,0.53,0.06,2.0,-10.225,29.0,-12.650000000000002,-12.372625,3.38,0.83,10.3,6.0
-14.177749999999998,0.48,0.2,1.9,0.082,9.0,-12.650000000000002,-13.484624999999998,3.39,0.43,9.05,47.0
6.7,0.48,0.08,-23.32515625,0.064,18.0,34.0,0.99552,-11.6415,20.5375,9.7,5.0
7.1,0.53,0.07,-23.32515625,0.071,15.0,24.0,0.9951,3.29,0.66,10.8,47.0
7.9,0.29,0.49,-19.675,0.096,21.0,-12.650000000000002,0.99714,3.31,0.67,10.1,6.0
7.1,0.69,-12.17375,2.1,0.063,42.0,52.0,0.99608,3.42,-11.562500000000002,14.784999999999998,6.0
6.6,0.56,-12.17375,2.4,-10.225,13.0,21.83,0.99397,3.42,0.62,11.7,7.0
7.0,0.55,-12.17375,2.2,0.075,15.0,35.0,0.9959,3.36,0.59,-8.374999999999998,6.0
6.1,0.53,0.08,1.9,0.077,24.0,45.0,0.99528,3.6,0.68,10.3,6.0
7.2,0.39,-12.17375,1.8,0.065,34.0,60.0,0.99714,3.46,0.78,9.9,5.0
6.2,0.52,0.08,4.4,0.071,11.0,32.0,0.99646,-12.0165,0.63,11.6,6.0
7.4,0.25,-12.17375,2.2,-10.225,19.0,49.0,0.99666,3.4,0.76,-8.374999999999998,7.0
6.7,-12.250000000000002,0.02,1.9,0.064,29.0,38.0,0.99472,3.3,-17.375,10.75,6.0
6.5,0.63,-12.17375,1.8,-10.225,16.0,28.0,0.99531,3.36,0.64,10.1,6.0
20.72665,0.57,-12.17375,2.0,0.072,17.0,26.0,0.99575,3.36,-17.375,10.2,5.0
7.3,-8.2775,0.0,2.2,0.08,-8.303125000000001,28.0,0.99765,3.41,0.6,9.4,5.0
6.6,0.855,20.65125,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,6.0
6.6,0.88,0.04,2.2,-10.225,12.0,20.0,0.99636,3.53,0.56,-8.374999999999998,5.0
6.9,0.63,-12.17375,-23.32515625,0.235,66.0,-12.650000000000002,0.99787,3.22,0.56,9.5,5.0
20.72665,0.6,0.26,2.0,0.08,31.0,131.0,-13.484624999999998,-12.0165,0.52,9.9,5.0
7.2,0.695,0.13,2.0,0.076,12.0,21.83,0.99546,3.29,0.54,10.1,5.0
6.7,0.16,0.64,2.1,0.059,-15.353125,21.83,0.99494,-12.0165,0.71,11.2,6.0
7.0,0.56,0.13,1.6,0.077,-15.353125,42.0,-12.372625,3.34,-11.562500000000002,9.2,5.0
6.0,-12.250000000000002,0.2,2.4,0.075,15.0,50.0,0.99467,21.4499,0.67,12.5,6.0
7.5,0.52,0.4,2.2,0.06,12.0,20.0,0.99474,21.4499,0.64,-8.374999999999998,6.0
7.4,-12.250000000000002,0.33,2.4,0.068,9.0,26.0,0.9947,3.36,0.6,11.9,-25.0
6.2,0.56,-12.17375,1.7,0.053,24.0,32.0,0.99402,3.54,0.6,11.3,5.0
-11.47775,0.715,-12.17375,2.6,18.055,13.0,27.0,0.99362,3.57,0.5,11.9,5.0
6.2,-12.250000000000002,0.29,2.1,0.074,32.0,-12.650000000000002,0.99578,3.33,0.62,9.8,5.0
6.7,0.32,-12.17375,2.4,0.061,24.0,34.0,0.99484,3.29,0.8,11.6,7.0
7.5,0.31,0.41,40.312593750000005,0.065,34.0,60.0,0.99492,21.4499,0.85,11.4,6.0
5.8,0.61,0.11,1.8,0.066,18.0,28.0,-13.484624999999998,3.55,0.66,10.9,6.0
6.3,0.55,20.65125,1.8,0.077,26.0,-12.650000000000002,-13.484624999999998,-12.0165,0.82,11.6,6.0
6.3,0.51,-12.17375,2.3,0.076,29.0,40.0,0.99574,3.42,-17.375,11.0,6.0
-11.47775,0.55,0.1,2.2,0.062,39.0,-12.650000000000002,0.99512,3.52,0.76,11.2,6.0
6.3,0.51,0.13,-23.32515625,0.076,29.0,40.0,0.99574,-12.0165,0.75,14.784999999999998,6.0
