var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var1(t)
125.0,4.0,11.0,1026.0,5.81,0.0,0.0,3.0,109.0
109.0,2.0,12.0,1026.0,4.92,0.0,0.0,2.0,92.0
92.0,2.0,15.0,1026.0,0.89,0.0,0.0,4.0,82.0
82.0,4.0,15.0,1026.0,1.78,0.0,0.0,4.0,92.0
92.0,3.0,16.0,1025.0,2.67,0.0,0.0,4.0,118.0
118.0,4.0,17.0,1024.0,3.56,0.0,0.0,4.0,118.0
118.0,4.0,17.0,1023.0,4.45,0.0,0.0,4.0,106.0
106.0,3.0,17.0,1023.0,1.79,0.0,0.0,1.0,129.0
129.0,4.0,17.0,1022.0,3.58,0.0,0.0,1.0,146.0
146.0,5.0,14.0,1022.0,4.47,0.0,0.0,1.0,162.0
162.0,6.0,10.0,1023.0,0.45,0.0,0.0,4.0,214.0
214.0,6.0,8.0,1023.0,0.89,0.0,0.0,1.0,227.0
227.0,7.0,8.0,1023.0,1.78,0.0,0.0,1.0,259.0
259.0,6.0,7.0,1024.0,0.89,0.0,0.0,4.0,280.0
280.0,5.0,6.0,1024.0,0.89,0.0,0.0,2.0,301.0
301.0,4.0,5.0,1023.0,0.89,0.0,0.0,1.0,336.0
336.0,4.0,5.0,1023.0,0.89,0.0,0.0,4.0,342.0
342.0,5.0,5.0,1023.0,0.89,0.0,0.0,3.0,316.0
316.0,4.0,4.0,1023.0,1.78,0.0,0.0,3.0,285.0
285.0,4.0,4.0,1022.0,2.67,0.0,0.0,3.0,218.0
218.0,4.0,4.0,1022.0,4.46,0.0,0.0,3.0,148.0
148.0,4.0,4.0,1022.0,0.45,0.0,0.0,4.0,139.0
139.0,3.0,4.0,1023.0,0.89,0.0,0.0,3.0,135.0
135.0,3.0,4.0,1023.0,0.89,0.0,0.0,4.0,146.0
146.0,6.0,6.0,1024.0,1.78,0.0,0.0,4.0,161.0
161.0,6.0,7.0,1024.0,2.23,0.0,0.0,4.0,215.0
215.0,8.0,10.0,1023.0,3.12,0.0,0.0,4.0,248.0
248.0,7.0,12.0,1023.0,1.79,0.0,0.0,1.0,283.0
283.0,8.0,14.0,1022.0,3.58,0.0,0.0,1.0,302.0
302.0,8.0,15.0,1020.0,5.37,0.0,0.0,1.0,282.0
282.0,8.0,15.0,1020.0,8.5,0.0,0.0,1.0,226.0
226.0,9.0,16.0,1020.0,11.63,0.0,0.0,1.0,207.0
207.0,8.0,16.0,1019.0,16.55,0.0,0.0,1.0,216.0
216.0,8.0,13.0,1019.0,18.34,0.0,0.0,1.0,170.0
170.0,9.0,11.0,1020.0,19.23,0.0,0.0,1.0,167.0
167.0,8.0,9.0,1020.0,21.02,0.0,0.0,1.0,193.0
193.0,6.0,8.0,1020.0,21.91,0.0,0.0,1.0,220.0
220.0,7.0,8.0,1021.0,22.8,0.0,0.0,1.0,267.0
267.0,8.0,8.0,1021.0,23.69,0.0,0.0,1.0,332.0
332.0,6.0,7.0,1021.0,0.89,0.0,0.0,4.0,350.0
350.0,7.0,7.0,1021.0,0.89,0.0,0.0,1.0,329.0
329.0,7.0,7.0,1020.0,0.89,0.0,0.0,4.0,306.0
306.0,5.0,5.0,1020.0,0.89,0.0,0.0,3.0,302.0
302.0,4.0,5.0,1020.0,0.89,0.0,0.0,2.0,297.0
297.0,4.0,4.0,1020.0,0.45,0.0,0.0,4.0,288.0
288.0,3.0,4.0,1020.0,0.89,0.0,0.0,1.0,293.0
293.0,4.0,4.0,1021.0,0.45,0.0,0.0,4.0,275.0
275.0,6.0,6.0,1021.0,1.34,0.0,0.0,4.0,257.0
257.0,5.0,6.0,1022.0,1.79,0.0,0.0,1.0,248.0
248.0,6.0,6.0,1022.0,0.89,0.0,0.0,4.0,291.0
291.0,6.0,6.0,1022.0,1.78,0.0,0.0,4.0,354.0
354.0,9.0,9.0,1022.0,2.67,0.0,0.0,4.0,387.0
387.0,9.0,10.0,1021.0,1.79,0.0,0.0,1.0,420.0
420.0,9.0,13.0,1020.0,3.58,0.0,0.0,1.0,460.0
460.0,10.0,13.0,1021.0,5.37,0.0,0.0,1.0,270.0
270.0,10.0,14.0,1020.0,7.16,0.0,0.0,1.0,181.0
181.0,9.0,13.0,1021.0,12.08,0.0,0.0,1.0,211.0
211.0,9.0,12.0,1021.0,15.21,0.0,0.0,1.0,206.0
206.0,9.0,12.0,1022.0,17.0,0.0,0.0,1.0,224.0
224.0,9.0,12.0,1022.0,18.79,0.0,0.0,1.0,217.0
217.0,9.0,11.0,1023.0,19.68,0.0,0.0,1.0,207.0
207.0,9.0,11.0,1023.0,20.57,0.0,0.0,1.0,233.0
233.0,10.0,11.0,1023.0,22.36,0.0,0.0,1.0,253.0
253.0,9.0,11.0,1023.0,24.15,0.0,0.0,1.0,257.0
257.0,9.0,11.0,1023.0,25.04,0.0,0.0,1.0,258.0
258.0,10.0,11.0,1023.0,0.89,0.0,0.0,4.0,255.0
255.0,9.0,11.0,1023.0,1.34,0.0,0.0,4.0,258.0
258.0,10.0,11.0,1023.0,0.89,0.0,0.0,1.0,257.0
257.0,9.0,11.0,1022.0,0.89,0.0,0.0,4.0,257.0
257.0,10.0,11.0,1023.0,1.78,0.0,0.0,4.0,257.0
257.0,10.0,11.0,1023.0,0.89,0.0,0.0,2.0,256.0
256.0,10.0,11.0,1023.0,0.89,0.0,0.0,4.0,264.0
264.0,10.0,11.0,1023.0,1.78,0.0,0.0,4.0,264.0
264.0,11.0,12.0,1024.0,2.67,0.0,0.0,4.0,268.0
268.0,11.0,13.0,1023.0,1.79,0.0,0.0,1.0,269.0
269.0,11.0,13.0,1023.0,4.92,0.0,0.0,1.0,263.0
263.0,11.0,14.0,1023.0,8.05,0.0,0.0,1.0,214.0
214.0,11.0,14.0,1022.0,9.84,0.0,0.0,1.0,205.0
205.0,12.0,15.0,1022.0,0.89,0.0,0.0,4.0,202.0
202.0,12.0,15.0,1022.0,1.78,0.0,0.0,4.0,208.0
208.0,12.0,15.0,1022.0,2.67,0.0,0.0,4.0,214.0
214.0,12.0,14.0,1022.0,0.89,0.0,0.0,2.0,227.0
227.0,12.0,14.0,1022.0,0.89,0.0,0.0,4.0,245.0
245.0,12.0,14.0,1023.0,1.78,0.0,0.0,4.0,252.0
252.0,12.0,13.0,1023.0,2.67,0.0,0.0,4.0,248.0
248.0,12.0,13.0,1023.0,3.12,0.0,0.0,4.0,248.0
248.0,12.0,13.0,1023.0,3.57,0.0,0.0,4.0,264.0
264.0,12.0,13.0,1023.0,4.02,0.0,0.0,4.0,266.0
266.0,12.0,13.0,1023.0,4.91,0.0,0.0,4.0,253.0
253.0,12.0,13.0,1023.0,1.79,0.0,0.0,1.0,245.0
245.0,13.0,14.0,1022.0,4.92,0.0,0.0,1.0,246.0
246.0,12.0,13.0,1022.0,0.89,0.0,0.0,4.0,254.0
254.0,12.0,13.0,1022.0,0.89,0.0,0.0,2.0,259.0
259.0,12.0,12.0,1022.0,0.89,0.0,0.0,1.0,252.0
252.0,11.0,12.0,1022.0,0.89,0.0,0.0,4.0,256.0
256.0,11.0,12.0,1022.0,1.78,0.0,0.0,4.0,283.0
283.0,12.0,13.0,1023.0,2.67,0.0,0.0,4.0,284.0
284.0,12.0,13.0,1023.0,1.79,0.0,0.0,1.0,297.0
297.0,12.0,14.0,1023.0,3.58,0.0,0.0,1.0,0.0
0.0,12.0,15.0,1023.0,5.37,0.0,0.0,1.0,0.0
0.0,12.0,15.0,1023.0,0.89,0.0,0.0,4.0,312.0
312.0,12.0,15.0,1023.0,1.78,0.0,1.0,4.0,343.0
343.0,13.0,15.0,1022.0,2.67,0.0,0.0,4.0,339.0
339.0,13.0,14.0,1022.0,1.79,0.0,0.0,2.0,288.0
288.0,12.0,15.0,1023.0,3.13,0.0,0.0,3.0,102.0
102.0,9.0,14.0,1023.0,8.05,0.0,0.0,3.0,48.0
48.0,10.0,13.0,1024.0,12.07,0.0,0.0,3.0,43.0
43.0,11.0,13.0,1025.0,16.09,0.0,0.0,3.0,44.0
44.0,9.0,12.0,1025.0,20.11,0.0,0.0,3.0,57.0
57.0,7.0,10.0,1026.0,24.13,0.0,0.0,3.0,32.0
32.0,7.0,9.0,1026.0,28.15,0.0,0.0,3.0,38.0
38.0,6.0,8.0,1026.0,31.28,0.0,0.0,3.0,38.0
38.0,6.0,7.0,1026.0,34.41,0.0,0.0,3.0,44.0
44.0,5.0,7.0,1027.0,37.54,0.0,0.0,3.0,45.0
45.0,6.0,7.0,1027.0,40.67,0.0,0.0,3.0,34.0
34.0,5.0,6.0,1027.0,43.8,0.0,0.0,3.0,30.0
30.0,3.0,4.0,1028.0,47.82,0.0,0.0,3.0,33.0
33.0,5.0,5.0,1028.0,51.84,0.0,0.0,3.0,29.0
29.0,3.0,5.0,1028.0,55.86,0.0,0.0,3.0,44.0
44.0,3.0,6.0,1028.0,59.88,0.0,0.0,3.0,32.0
32.0,2.0,10.0,1029.0,63.9,0.0,0.0,3.0,17.0
17.0,0.0,11.0,1029.0,67.92,0.0,0.0,3.0,25.0
25.0,-3.0,13.0,1029.0,4.92,0.0,0.0,2.0,26.0
26.0,-3.0,15.0,1029.0,4.02,0.0,0.0,3.0,20.0
20.0,-2.0,15.0,1028.0,3.13,0.0,0.0,2.0,27.0
27.0,-1.0,16.0,1028.0,3.13,0.0,0.0,3.0,32.0
32.0,0.0,15.0,1028.0,0.89,0.0,0.0,4.0,35.0
35.0,2.0,14.0,1027.0,1.78,0.0,0.0,4.0,33.0
33.0,2.0,14.0,1027.0,1.79,0.0,0.0,3.0,55.0
55.0,3.0,13.0,1027.0,3.58,0.0,0.0,3.0,66.0
66.0,5.0,12.0,1028.0,5.37,0.0,0.0,3.0,63.0
63.0,5.0,12.0,1028.0,0.89,0.0,0.0,4.0,70.0
70.0,6.0,12.0,1029.0,1.34,0.0,0.0,4.0,86.0
86.0,7.0,11.0,1028.0,0.89,0.0,0.0,1.0,67.0
67.0,6.0,12.0,1029.0,2.68,0.0,0.0,1.0,42.0
42.0,6.0,12.0,1028.0,4.47,0.0,0.0,1.0,27.0
27.0,7.0,11.0,1028.0,5.36,0.0,0.0,1.0,24.0
24.0,7.0,11.0,1028.0,0.89,0.0,0.0,4.0,27.0
27.0,7.0,11.0,1028.0,1.78,0.0,0.0,4.0,46.0
46.0,7.0,11.0,1028.0,0.89,0.0,0.0,1.0,34.0
34.0,6.0,10.0,1028.0,0.89,0.0,0.0,4.0,59.0
59.0,7.0,9.0,1027.0,0.89,0.0,0.0,1.0,61.0
61.0,7.0,10.0,1027.0,0.45,0.0,0.0,4.0,60.0
60.0,7.0,10.0,1027.0,1.34,0.0,0.0,4.0,72.0
72.0,6.0,11.0,1028.0,2.23,0.0,0.0,4.0,79.0
79.0,5.0,13.0,1028.0,3.12,0.0,0.0,4.0,64.0
64.0,2.0,13.0,1028.0,4.01,0.0,0.0,4.0,68.0
68.0,5.0,15.0,1027.0,1.79,0.0,0.0,3.0,71.0
71.0,5.0,15.0,1027.0,0.89,0.0,0.0,4.0,62.0
62.0,4.0,16.0,1026.0,1.78,0.0,0.0,4.0,54.0
54.0,5.0,15.0,1025.0,2.67,0.0,0.0,4.0,54.0
54.0,5.0,15.0,1025.0,1.79,0.0,0.0,1.0,79.0
79.0,5.0,15.0,1025.0,0.89,0.0,0.0,4.0,85.0
85.0,7.0,13.0,1025.0,1.78,0.0,0.0,4.0,80.0
80.0,7.0,12.0,1025.0,0.89,0.0,0.0,2.0,81.0
81.0,8.0,12.0,1025.0,0.89,0.0,0.0,1.0,100.0
100.0,8.0,12.0,1025.0,0.89,0.0,1.0,4.0,94.0
94.0,8.0,11.0,1025.0,0.89,0.0,2.0,3.0,108.0
108.0,9.0,12.0,1025.0,2.68,0.0,0.0,3.0,123.0
123.0,8.0,11.0,1024.0,0.45,0.0,0.0,4.0,102.0
102.0,8.0,11.0,1024.0,1.79,0.0,0.0,3.0,89.0
89.0,8.0,11.0,1024.0,2.68,0.0,0.0,3.0,78.0
78.0,8.0,11.0,1023.0,3.57,0.0,0.0,3.0,76.0
76.0,9.0,11.0,1023.0,4.46,0.0,0.0,3.0,108.0
108.0,9.0,11.0,1023.0,5.35,0.0,0.0,3.0,107.0
107.0,9.0,11.0,1022.0,0.45,0.0,0.0,4.0,91.0
91.0,9.0,11.0,1023.0,1.79,0.0,0.0,3.0,90.0
90.0,9.0,11.0,1023.0,0.89,0.0,0.0,2.0,87.0
87.0,10.0,12.0,1024.0,1.78,0.0,0.0,2.0,90.0
90.0,9.0,13.0,1024.0,3.57,0.0,0.0,2.0,85.0
85.0,9.0,14.0,1024.0,1.79,0.0,0.0,3.0,87.0
87.0,7.0,15.0,1024.0,0.89,0.0,0.0,4.0,96.0
96.0,6.0,16.0,1023.0,1.79,0.0,0.0,2.0,102.0
102.0,6.0,16.0,1022.0,1.79,0.0,0.0,3.0,103.0
103.0,6.0,16.0,1021.0,3.58,0.0,0.0,3.0,113.0
113.0,6.0,16.0,1021.0,5.37,0.0,0.0,3.0,106.0
106.0,6.0,16.0,1021.0,7.16,0.0,0.0,3.0,107.0
107.0,7.0,14.0,1022.0,1.79,0.0,0.0,2.0,121.0
121.0,7.0,14.0,1022.0,0.89,0.0,0.0,4.0,121.0
121.0,8.0,14.0,1023.0,1.78,0.0,0.0,4.0,143.0
143.0,8.0,14.0,1023.0,1.79,0.0,1.0,3.0,123.0
123.0,8.0,13.0,1024.0,4.92,0.0,0.0,3.0,102.0
102.0,6.0,14.0,1024.0,10.73,0.0,1.0,3.0,55.0
55.0,6.0,13.0,1024.0,15.65,0.0,2.0,3.0,38.0
38.0,6.0,13.0,1024.0,19.67,0.0,3.0,3.0,14.0
14.0,4.0,13.0,1025.0,23.69,0.0,4.0,3.0,27.0
27.0,2.0,13.0,1025.0,29.5,0.0,5.0,3.0,24.0
24.0,2.0,13.0,1025.0,35.31,0.0,0.0,3.0,18.0
18.0,2.0,13.0,1025.0,40.23,0.0,0.0,3.0,23.0
23.0,3.0,12.0,1026.0,45.15,0.0,1.0,3.0,11.0
11.0,3.0,12.0,1026.0,50.07,0.0,2.0,3.0,15.0
15.0,5.0,11.0,1027.0,54.09,0.0,3.0,3.0,27.0
27.0,5.0,11.0,1028.0,55.88,0.0,4.0,3.0,31.0
31.0,5.0,11.0,1029.0,4.02,0.0,5.0,2.0,37.0
37.0,5.0,10.0,1029.0,7.15,0.0,6.0,2.0,37.0
37.0,6.0,11.0,1029.0,8.94,0.0,0.0,2.0,33.0
33.0,5.0,11.0,1028.0,0.89,0.0,0.0,4.0,32.0
32.0,5.0,11.0,1028.0,3.13,0.0,0.0,3.0,33.0
33.0,6.0,12.0,1027.0,6.26,0.0,0.0,3.0,28.0
28.0,3.0,12.0,1026.0,3.13,0.0,0.0,2.0,35.0
35.0,3.0,12.0,1026.0,7.15,0.0,0.0,2.0,26.0
26.0,4.0,11.0,1027.0,0.89,0.0,0.0,3.0,23.0
23.0,5.0,11.0,1027.0,2.68,0.0,0.0,3.0,28.0
28.0,4.0,11.0,1027.0,4.47,0.0,0.0,3.0,38.0
38.0,4.0,11.0,1027.0,1.79,0.0,0.0,2.0,37.0
37.0,6.0,10.0,1028.0,0.89,0.0,0.0,4.0,41.0
41.0,7.0,10.0,1028.0,1.34,0.0,0.0,4.0,61.0
61.0,8.0,9.0,1028.0,2.23,0.0,0.0,4.0,85.0
85.0,8.0,10.0,1028.0,1.79,0.0,0.0,1.0,77.0
77.0,8.0,10.0,1027.0,0.45,0.0,0.0,4.0,66.0
66.0,7.0,10.0,1027.0,1.34,0.0,0.0,4.0,69.0
69.0,7.0,8.0,1027.0,0.89,0.0,0.0,1.0,76.0
76.0,6.0,6.0,1028.0,1.79,0.0,0.0,2.0,78.0
78.0,7.0,8.0,1028.0,2.68,0.0,0.0,2.0,49.0
49.0,3.0,7.0,1028.0,0.89,0.0,0.0,3.0,59.0
59.0,3.0,7.0,1028.0,0.89,0.0,0.0,2.0,48.0
48.0,2.0,8.0,1029.0,1.79,0.0,0.0,3.0,35.0
35.0,1.0,10.0,1029.0,1.79,0.0,0.0,2.0,39.0
39.0,1.0,10.0,1029.0,3.58,0.0,0.0,2.0,36.0
36.0,0.0,11.0,1029.0,6.71,0.0,0.0,2.0,45.0
45.0,1.0,14.0,1028.0,3.13,0.0,0.0,3.0,45.0
45.0,1.0,15.0,1027.0,6.26,0.0,0.0,3.0,47.0
47.0,0.0,14.0,1026.0,9.39,0.0,0.0,3.0,45.0
45.0,1.0,14.0,1026.0,0.89,0.0,0.0,4.0,46.0
46.0,1.0,12.0,1026.0,1.78,0.0,0.0,4.0,46.0
46.0,1.0,12.0,1026.0,2.67,0.0,0.0,4.0,60.0
60.0,3.0,8.0,1027.0,3.56,0.0,0.0,4.0,79.0
79.0,3.0,10.0,1027.0,1.79,0.0,0.0,3.0,97.0
97.0,3.0,8.0,1028.0,0.89,0.0,0.0,4.0,114.0
114.0,3.0,7.0,1028.0,1.34,0.0,0.0,4.0,102.0
102.0,3.0,5.0,1029.0,3.13,0.0,0.0,3.0,121.0
121.0,2.0,6.0,1029.0,4.02,0.0,0.0,3.0,111.0
111.0,3.0,5.0,1028.0,0.89,0.0,0.0,4.0,129.0
129.0,2.0,4.0,1028.0,1.79,0.0,0.0,3.0,87.0
87.0,1.0,4.0,1028.0,4.92,0.0,0.0,3.0,63.0
63.0,1.0,4.0,1028.0,6.71,0.0,0.0,3.0,43.0
43.0,0.0,3.0,1028.0,9.84,0.0,0.0,3.0,44.0
44.0,0.0,2.0,1028.0,12.97,0.0,0.0,3.0,32.0
32.0,0.0,3.0,1028.0,14.76,0.0,0.0,3.0,39.0
39.0,1.0,4.0,1029.0,17.89,0.0,0.0,3.0,34.0
34.0,2.0,7.0,1029.0,21.91,0.0,0.0,3.0,27.0
27.0,1.0,10.0,1030.0,25.04,0.0,0.0,3.0,31.0
31.0,1.0,12.0,1029.0,28.17,0.0,0.0,3.0,36.0
36.0,1.0,14.0,1028.0,3.13,0.0,0.0,2.0,40.0
40.0,1.0,15.0,1027.0,6.26,0.0,0.0,2.0,36.0
36.0,0.0,15.0,1027.0,0.89,0.0,0.0,4.0,37.0
37.0,-1.0,15.0,1026.0,1.78,0.0,0.0,4.0,37.0
37.0,0.0,15.0,1026.0,3.57,0.0,0.0,4.0,46.0
46.0,1.0,14.0,1026.0,1.79,0.0,0.0,1.0,49.0
49.0,1.0,13.0,1026.0,4.92,0.0,0.0,1.0,56.0
56.0,2.0,12.0,1027.0,8.05,0.0,0.0,1.0,68.0
68.0,2.0,12.0,1027.0,9.84,0.0,0.0,1.0,71.0
71.0,3.0,9.0,1027.0,0.89,0.0,0.0,4.0,79.0
79.0,4.0,8.0,1028.0,0.89,0.0,0.0,2.0,90.0
90.0,4.0,8.0,1028.0,0.89,0.0,0.0,1.0,94.0
94.0,3.0,8.0,1028.0,0.45,0.0,0.0,4.0,127.0
127.0,4.0,8.0,1027.0,0.89,0.0,0.0,2.0,122.0
122.0,5.0,8.0,1027.0,0.45,0.0,0.0,4.0,157.0
157.0,4.0,8.0,1027.0,1.79,0.0,0.0,3.0,144.0
144.0,4.0,9.0,1027.0,4.92,0.0,0.0,3.0,91.0
91.0,4.0,8.0,1027.0,6.71,0.0,0.0,3.0,68.0
68.0,2.0,10.0,1027.0,8.5,0.0,0.0,3.0,56.0
56.0,2.0,9.0,1027.0,11.63,0.0,0.0,3.0,42.0
42.0,0.0,11.0,1028.0,15.65,0.0,0.0,3.0,47.0
47.0,3.0,12.0,1028.0,19.67,0.0,0.0,3.0,33.0
33.0,3.0,13.0,1028.0,23.69,0.0,0.0,3.0,27.0
27.0,4.0,13.0,1028.0,27.71,0.0,0.0,3.0,27.0
27.0,4.0,15.0,1028.0,30.84,0.0,0.0,3.0,25.0
25.0,3.0,15.0,1027.0,33.97,0.0,0.0,3.0,8.0
8.0,-1.0,16.0,1026.0,0.89,0.0,0.0,4.0,16.0
16.0,-1.0,16.0,1026.0,2.68,0.0,0.0,4.0,11.0
11.0,0.0,16.0,1026.0,3.13,0.0,0.0,1.0,17.0
17.0,1.0,15.0,1026.0,1.79,0.0,0.0,3.0,19.0
19.0,3.0,12.0,1026.0,1.79,0.0,0.0,1.0,21.0
21.0,3.0,10.0,1026.0,3.58,0.0,0.0,1.0,31.0
31.0,3.0,9.0,1026.0,0.89,0.0,0.0,4.0,45.0
45.0,3.0,13.0,1026.0,3.13,0.0,0.0,3.0,56.0
56.0,3.0,11.0,1026.0,6.26,0.0,0.0,3.0,62.0
62.0,3.0,8.0,1026.0,1.79,0.0,0.0,2.0,77.0
77.0,1.0,3.0,1027.0,1.79,0.0,0.0,3.0,65.0
65.0,3.0,5.0,1027.0,2.68,0.0,0.0,3.0,61.0
61.0,2.0,4.0,1027.0,4.47,0.0,0.0,3.0,54.0
54.0,0.0,2.0,1027.0,8.49,0.0,0.0,3.0,33.0
33.0,-1.0,2.0,1027.0,11.62,0.0,0.0,3.0,33.0
33.0,-1.0,2.0,1027.0,14.75,0.0,0.0,3.0,27.0
27.0,-2.0,2.0,1027.0,18.77,0.0,0.0,3.0,22.0
22.0,-1.0,3.0,1027.0,21.9,0.0,0.0,3.0,24.0
24.0,-1.0,2.0,1028.0,25.92,0.0,0.0,3.0,32.0
32.0,0.0,9.0,1028.0,29.94,0.0,0.0,3.0,23.0
23.0,-3.0,12.0,1028.0,3.13,0.0,0.0,2.0,21.0
21.0,-4.0,14.0,1028.0,4.02,0.0,0.0,3.0,28.0
28.0,-4.0,15.0,1027.0,5.81,0.0,0.0,3.0,23.0
23.0,-4.0,15.0,1026.0,8.94,0.0,0.0,3.0,24.0
24.0,-5.0,15.0,1025.0,10.73,0.0,0.0,3.0,23.0
23.0,-5.0,16.0,1023.0,0.89,0.0,0.0,4.0,23.0
23.0,-5.0,16.0,1023.0,1.79,0.0,0.0,3.0,21.0
21.0,-4.0,14.0,1023.0,0.89,0.0,0.0,4.0,25.0
25.0,-3.0,10.0,1023.0,0.89,0.0,0.0,1.0,30.0
30.0,0.0,8.0,1023.0,0.89,0.0,0.0,4.0,44.0
44.0,1.0,6.0,1023.0,1.79,0.0,0.0,1.0,43.0
43.0,-2.0,6.0,1023.0,3.58,0.0,0.0,1.0,66.0
66.0,-1.0,6.0,1023.0,0.89,0.0,0.0,4.0,69.0
69.0,0.0,5.0,1023.0,1.78,0.0,0.0,4.0,79.0
79.0,0.0,4.0,1023.0,0.89,0.0,0.0,1.0,84.0
84.0,-2.0,3.0,1022.0,1.79,0.0,0.0,3.0,115.0
115.0,0.0,2.0,1022.0,2.68,0.0,0.0,3.0,113.0
113.0,-1.0,1.0,1022.0,4.47,0.0,0.0,3.0,91.0
91.0,-2.0,0.0,1021.0,6.26,0.0,0.0,3.0,56.0
56.0,-3.0,0.0,1021.0,8.05,0.0,0.0,3.0,42.0
42.0,-4.0,0.0,1021.0,9.84,0.0,0.0,3.0,29.0
29.0,-4.0,-1.0,1021.0,12.97,0.0,0.0,3.0,34.0
34.0,-3.0,2.0,1022.0,16.1,0.0,0.0,3.0,40.0
40.0,-2.0,4.0,1022.0,20.12,0.0,0.0,3.0,44.0
44.0,-4.0,10.0,1021.0,23.25,0.0,0.0,3.0,43.0
43.0,-5.0,12.0,1021.0,26.38,0.0,0.0,3.0,50.0
50.0,-5.0,13.0,1020.0,28.17,0.0,0.0,3.0,47.0
47.0,-5.0,14.0,1019.0,0.89,0.0,0.0,4.0,42.0
42.0,-6.0,15.0,1018.0,1.78,0.0,0.0,4.0,48.0
48.0,-6.0,15.0,1017.0,3.57,0.0,0.0,4.0,45.0
45.0,-5.0,16.0,1017.0,1.79,0.0,0.0,1.0,59.0
59.0,-5.0,14.0,1017.0,4.92,0.0,0.0,1.0,54.0
54.0,-4.0,13.0,1017.0,8.94,0.0,0.0,1.0,55.0
55.0,-2.0,12.0,1017.0,12.07,0.0,0.0,1.0,63.0
63.0,-1.0,10.0,1017.0,15.2,0.0,0.0,1.0,84.0
84.0,0.0,7.0,1017.0,0.89,0.0,0.0,4.0,92.0
92.0,0.0,4.0,1017.0,0.89,0.0,0.0,1.0,113.0
113.0,1.0,3.0,1017.0,0.89,0.0,0.0,2.0,139.0
139.0,1.0,4.0,1017.0,1.78,0.0,0.0,2.0,135.0
135.0,-1.0,2.0,1017.0,1.79,0.0,0.0,3.0,161.0
161.0,0.0,2.0,1017.0,0.45,0.0,0.0,4.0,145.0
145.0,-1.0,1.0,1016.0,0.89,0.0,0.0,3.0,154.0
154.0,-1.0,0.0,1016.0,2.68,0.0,0.0,3.0,139.0
139.0,-1.0,1.0,1016.0,0.89,0.0,0.0,4.0,153.0
153.0,-2.0,-1.0,1016.0,0.89,0.0,0.0,3.0,105.0
105.0,-1.0,0.0,1016.0,1.78,0.0,0.0,3.0,115.0
115.0,-1.0,1.0,1016.0,0.89,0.0,0.0,4.0,102.0
102.0,-1.0,3.0,1016.0,3.13,0.0,0.0,3.0,78.0
78.0,0.0,5.0,1016.0,4.92,0.0,0.0,3.0,83.0
83.0,0.0,9.0,1015.0,0.89,0.0,0.0,4.0,90.0
90.0,-1.0,10.0,1016.0,1.78,0.0,0.0,4.0,96.0
96.0,0.0,12.0,1014.0,1.79,0.0,0.0,1.0,96.0
96.0,0.0,13.0,1013.0,3.58,0.0,0.0,1.0,114.0
114.0,0.0,13.0,1013.0,5.37,0.0,0.0,1.0,153.0
153.0,1.0,12.0,1013.0,0.89,0.0,0.0,4.0,152.0
152.0,2.0,11.0,1013.0,0.89,0.0,0.0,1.0,179.0
179.0,2.0,10.0,1014.0,1.78,0.0,0.0,1.0,208.0
208.0,3.0,9.0,1014.0,0.89,0.0,0.0,4.0,255.0
255.0,4.0,8.0,1014.0,1.78,0.0,0.0,4.0,197.0
197.0,3.0,8.0,1014.0,2.67,0.0,0.0,4.0,211.0
211.0,4.0,8.0,1014.0,3.56,0.0,0.0,4.0,228.0
228.0,4.0,8.0,1014.0,4.45,0.0,0.0,4.0,252.0
252.0,4.0,6.0,1014.0,5.34,0.0,0.0,4.0,277.0
277.0,4.0,6.0,1014.0,1.79,0.0,0.0,3.0,208.0
208.0,4.0,5.0,1015.0,3.58,0.0,0.0,3.0,73.0
73.0,3.0,7.0,1016.0,5.37,0.0,0.0,3.0,43.0
43.0,0.0,11.0,1016.0,11.18,0.0,0.0,3.0,19.0
19.0,0.0,10.0,1016.0,16.99,0.0,0.0,3.0,16.0
16.0,-1.0,7.0,1017.0,20.12,0.0,0.0,3.0,21.0
21.0,-3.0,9.0,1018.0,24.14,0.0,0.0,3.0,30.0
30.0,-2.0,5.0,1018.0,0.89,0.0,0.0,4.0,38.0
38.0,-4.0,12.0,1020.0,4.02,0.0,0.0,3.0,43.0
43.0,-5.0,12.0,1020.0,7.15,0.0,0.0,3.0,39.0
39.0,-6.0,14.0,1020.0,15.2,0.0,0.0,3.0,43.0
43.0,-9.0,15.0,1019.0,24.14,0.0,0.0,3.0,34.0
34.0,-8.0,16.0,1018.0,33.97,0.0,0.0,3.0,42.0
42.0,-10.0,16.0,1018.0,43.8,0.0,0.0,3.0,41.0
41.0,-11.0,16.0,1017.0,53.63,0.0,0.0,3.0,46.0
46.0,-11.0,15.0,1017.0,60.78,0.0,0.0,3.0,41.0
41.0,-11.0,15.0,1017.0,69.72,0.0,0.0,3.0,45.0
45.0,-11.0,14.0,1017.0,73.74,0.0,0.0,3.0,50.0
50.0,-11.0,14.0,1018.0,78.66,0.0,0.0,3.0,47.0
47.0,-11.0,14.0,1019.0,3.13,0.0,0.0,1.0,65.0
65.0,-10.0,11.0,1019.0,4.02,0.0,0.0,3.0,75.0
75.0,-9.0,6.0,1020.0,7.15,0.0,0.0,3.0,23.0
