Time,Longitude,Description,Latitude,Duration
07/21/2022 20:22:00,-122.366991,1183-Trfc Collision-Unkn Inj,37.808203,27.0
07/22/2022 00:23:00,-122.402997,1125-Traffic Hazard,37.752501,3.0
07/22/2022 04:11:00,-122.405502,1125-Traffic Hazard,37.767567,3.0
07/22/2022 08:01:00,-122.428239,1125-Traffic Hazard,37.623855,23.0
07/22/2022 11:24:00,-122.432073,1125-Traffic Hazard,37.732235,15.0
07/22/2022 11:37:00,-122.406002,1125-Traffic Hazard,37.643058,25.0
07/22/2022 12:37:00,-122.465358,1125-Traffic Hazard,37.710344,20.0
07/22/2022 12:51:00,-122.401464,1182-Trfc Collision-No Inj,37.72401,23.0
07/22/2022 12:56:00,-122.423836,1125-Traffic Hazard,37.731355,72.0
07/22/2022 13:15:00,-122.40223,1125-Traffic Hazard,37.737483,5.0
07/22/2022 15:15:00,-122.4278,1125-Traffic Hazard,37.623624,23.0
07/22/2022 16:47:00,-122.446015,1125-Traffic Hazard,37.726304,21.0
07/22/2022 17:39:00,-122.405578,1125-Traffic Hazard,37.743949,10.0
07/22/2022 19:11:00,-122.395501,1183-Trfc Collision-Unkn Inj,37.782732,35.0
07/22/2022 19:56:00,-122.423836,1125-Traffic Hazard,37.731355,26.0
07/22/2022 22:27:00,-122.405846,1125-Traffic Hazard,37.76181,17.0
07/23/2022 01:28:00,-122.448457,1125-Traffic Hazard,37.719141,14.0
07/23/2022 03:52:00,-122.405811,1125-Traffic Hazard,37.775564,12.0
07/23/2022 10:25:00,-122.465358,1125-Traffic Hazard,37.710344,12.0
07/23/2022 10:53:00,-122.42465,1125-Traffic Hazard,37.63024,35.0
07/23/2022 11:02:00,-122.401828,1179-Trfc Collision-1141 Enrt,37.626965,51.0
07/23/2022 11:20:00,-122.40223,1125-Traffic Hazard,37.737483,12.0
07/23/2022 11:24:00,-122.397562,1125-Traffic Hazard,37.714657,14.0
07/23/2022 11:51:00,-122.402997,FIRE-Report of Fire,37.752501,2.0
07/23/2022 13:14:00,-122.406733,1125-Traffic Hazard,37.734974,17.0
07/23/2022 13:23:00,-122.367026,1183-Trfc Collision-Unkn Inj,37.808318,5.0
07/23/2022 14:51:00,-122.40282,1179-Trfc Collision-1141 Enrt,37.753134,49.0
07/23/2022 15:08:00,-122.401639,1125-Traffic Hazard,37.725182,17.0
07/23/2022 15:19:00,-122.366974,1125-Traffic Hazard,37.808253,20.0
07/23/2022 15:30:00,-122.449624,1125-Traffic Hazard,37.645905,6.0
07/23/2022 15:37:00,-122.4278,1125-Traffic Hazard,37.623624,
07/23/2022 16:47:00,-122.407848,DOT-Request CalTrans Notify,37.740299,2.0
07/23/2022 16:52:00,-122.446015,1125-Traffic Hazard,37.726304,1.0
07/23/2022 17:12:00,-122.395134,1125-Traffic Hazard,37.667417,10.0
07/23/2022 17:25:00,-122.366974,20002-Hit and Run No Injuries,37.808253,1.0
07/23/2022 17:28:00,-122.367026,1125-Traffic Hazard,37.808318,10.0
07/23/2022 19:12:00,-122.403729,1125-Traffic Hazard,37.72999,32.0
07/23/2022 20:50:00,-122.414904,1179-Trfc Collision-1141 Enrt,37.732277,20.0
07/23/2022 21:16:00,-122.439501,CFIRE-Car Fire,37.729942,103.0
07/23/2022 22:22:00,-122.406621,FIRE-Report of Fire,37.772168,74.0
07/23/2022 22:29:00,-122.40526,1182-Trfc Collision-No Inj,37.766461,4.0
07/23/2022 22:47:00,-122.405811,1182-Trfc Collision-No Inj,37.775564,40.0
07/23/2022 23:35:00,-122.402997,1125-Traffic Hazard,37.752501,5.0
07/23/2022 23:55:00,-122.465358,1183-Trfc Collision-Unkn Inj,37.710344,106.0
07/24/2022 00:37:00,-122.405867,1183-Trfc Collision-Unkn Inj,37.768215,59.0
07/24/2022 02:22:00,-122.423393,1183-Trfc Collision-Unkn Inj,37.771786,136.0
07/24/2022 03:08:00,-122.402997,1125-Traffic Hazard,37.752501,20.0
07/24/2022 08:07:00,-122.411768,1125-Traffic Hazard,37.633983,24.0
07/24/2022 09:50:00,-122.401464,1179-Trfc Collision-1141 Enrt,37.72401,13.0
07/24/2022 10:45:00,-122.401983,1125-Traffic Hazard,37.778062,26.0
07/24/2022 14:44:00,-122.361552,1183-Trfc Collision-Unkn Inj,37.813697,47.0
07/24/2022 17:12:00,-122.400209,1125-Traffic Hazard,37.720795,27.0
07/24/2022 18:07:00,-122.367026,20002-Hit and Run No Injuries,37.808318,32.0
07/24/2022 18:33:00,-122.471279,1183-Trfc Collision-Unkn Inj,37.700407,241.0
07/24/2022 19:24:00,-122.367026,1125-Traffic Hazard,37.808318,5.0
07/24/2022 20:55:00,-122.366991,1125-Traffic Hazard,37.808203,2.0
07/25/2022 05:10:00,-122.414904,1125-Traffic Hazard,37.732277,20.0
07/25/2022 05:48:00,-122.367026,1125-Traffic Hazard,37.808318,21.0
07/25/2022 07:13:00,-122.317352,1182-Trfc Collision-No Inj,37.82415,35.0
07/25/2022 08:55:00,-122.423836,1125-Traffic Hazard,37.731355,8.0
07/25/2022 10:40:00,-122.366974,1125-Traffic Hazard,37.808253,26.0
07/25/2022 10:47:00,-122.416885,1125-Traffic Hazard,37.769581,16.0
07/25/2022 12:35:00,-122.392204,1125-Traffic Hazard,37.750228,4.0
07/25/2022 13:21:00,-122.405811,1125-Traffic Hazard,37.775564,0.0
07/25/2022 14:13:00,-122.483416,1125-Traffic Hazard,37.669883,49.0
07/25/2022 14:31:00,-122.452394,1125-Traffic Hazard,37.649757,18.0
07/25/2022 15:34:00,-122.396201,1125-Traffic Hazard,37.767635,3.0
07/25/2022 15:43:00,-122.366974,1125-Traffic Hazard,37.808253,30.0
07/25/2022 16:06:00,-122.392571,1125-Traffic Hazard,37.784858,6.0
07/25/2022 16:08:00,-122.471279,1125-Traffic Hazard,37.700407,3.0
07/25/2022 17:27:00,-122.467495,1182-Trfc Collision-No Inj,37.672859,12.0
07/25/2022 19:28:00,-122.367026,1179-Trfc Collision-1141 Enrt,37.808318,1.0
07/25/2022 23:14:00,-122.405578,FIRE-Report of Fire,37.743949,5.0
07/26/2022 01:12:00,-122.416133,1125-Traffic Hazard,37.769668,11.0
07/26/2022 06:18:00,-122.446015,1125-Traffic Hazard,37.726304,14.0
07/26/2022 06:28:00,-122.44723,1125-Traffic Hazard,37.643665,4.0
07/26/2022 10:38:00,-122.405578,1125-Traffic Hazard,37.743949,20.0
07/26/2022 13:59:00,-122.313817,1125-Traffic Hazard,37.824803,11.0
07/26/2022 14:47:00,-122.405883,1125-Traffic Hazard,37.641874,32.0
07/26/2022 14:59:00,-122.46546,1125-Traffic Hazard,37.664109,6.0
07/26/2022 15:08:00,-122.452828,1125-Traffic Hazard,37.651032,1.0
07/26/2022 19:14:00,-122.405867,1183-Trfc Collision-Unkn Inj,37.768215,20.0
07/26/2022 20:07:00,-122.46546,1125-Traffic Hazard,37.664109,14.0
07/26/2022 20:55:00,-122.361552,1125-Traffic Hazard,37.813697,14.0
07/26/2022 22:26:00,-122.405622,1125-Traffic Hazard,37.733096,8.0
07/27/2022 00:51:00,-122.361464,1182-Trfc Collision-No Inj,37.813756,11.0
07/27/2022 01:22:00,-122.41136,1125-Traffic Hazard,37.733918,17.0
07/27/2022 02:47:00,-122.366991,1125-Traffic Hazard,37.808203,4.0
07/27/2022 10:01:00,-122.463168,1125A-Animal Hazard,37.659482,12.0
07/27/2022 12:16:00,-122.412109,1125-Traffic Hazard,37.733502,4.0
07/27/2022 13:54:00,-122.39304,FIRE-Report of Fire,37.764843,26.0
07/27/2022 16:07:00,-122.396457,1183-Trfc Collision-Unkn Inj,37.665772,19.0
07/27/2022 16:11:00,-122.411137,1125-Traffic Hazard,37.769462,10.0
07/27/2022 17:35:00,-122.389859,1125-Traffic Hazard,37.78699,28.0
07/27/2022 17:33:00,-122.367026,20002-Hit and Run No Injuries,37.808318,
07/27/2022 19:03:00,-122.389859,1125-Traffic Hazard,37.78699,11.0
07/27/2022 19:01:00,-122.392204,1125-Traffic Hazard,37.750228,8.0
07/27/2022 19:00:00,-122.367026,1125-Traffic Hazard,37.808318,47.0
07/27/2022 21:05:00,-122.366974,1125-Traffic Hazard,37.808253,17.0
07/27/2022 21:27:00,-122.405578,FIRE-Report of Fire,37.743949,8.0
07/27/2022 22:04:00,-122.361552,1125-Traffic Hazard,37.813697,14.0
07/27/2022 22:52:00,-122.395134,1125-Traffic Hazard,37.667417,
07/28/2022 04:40:00,-122.400209,CFIRE-Car Fire,37.720795,351.0
07/28/2022 05:35:00,-122.367026,1125-Traffic Hazard,37.808318,57.0
07/28/2022 08:16:00,-122.395134,1183-Trfc Collision-Unkn Inj,37.667417,
07/28/2022 08:15:00,-122.405389,1183-Trfc Collision-Unkn Inj,37.658645,50.0
07/28/2022 09:19:00,-122.395134,1183-Trfc Collision-Unkn Inj,37.667417,11.0
07/28/2022 10:29:00,-122.403812,1182-Trfc Collision-No Inj,37.660428,10.0
07/28/2022 11:33:00,-122.416885,1125-Traffic Hazard,37.769581,8.0
07/28/2022 13:43:00,-122.40282,1125-Traffic Hazard,37.753134,28.0
07/28/2022 13:41:00,-122.425933,1183-Trfc Collision-Unkn Inj,37.620705,53.0
07/28/2022 13:58:00,-122.448457,1125-Traffic Hazard,37.719141,0.0
07/28/2022 16:32:00,-122.392638,1125-Traffic Hazard,37.761351,16.0
07/28/2022 16:48:00,-122.392204,1125-Traffic Hazard,37.750228,41.0
07/28/2022 17:42:00,-122.463168,1125-Traffic Hazard,37.659482,9.0
07/28/2022 20:25:00,-122.490738,1179-Trfc Collision-1141 Enrt,37.654367,33.0
07/28/2022 21:35:00,-122.471279,1182-Trfc Collision-No Inj,37.700407,154.0
07/28/2022 21:52:00,-122.483946,20002-Hit and Run No Injuries,37.669747,1.0
07/28/2022 22:42:00,-122.3201,1125-Traffic Hazard,37.822692,7.0
07/28/2022 23:54:00,-122.403729,1125-Traffic Hazard,37.72999,4.0
07/29/2022 06:06:00,-122.434834,1183-Trfc Collision-Unkn Inj,37.630176,32.0
07/29/2022 07:30:00,-122.446015,1125-Traffic Hazard,37.726304,17.0
07/29/2022 08:39:00,-122.402997,1125-Traffic Hazard,37.752501,19.0
07/29/2022 08:49:00,-122.400209,1183-Trfc Collision-Unkn Inj,37.720795,32.0
07/29/2022 09:56:00,-122.405883,FIRE-Report of Fire,37.641874,2.0
07/29/2022 10:56:00,-122.474122,1182-Trfc Collision-No Inj,37.673387,11.0
07/29/2022 12:57:00,-122.367026,1183-Trfc Collision-Unkn Inj,37.808318,14.0
07/29/2022 14:27:00,-122.405846,1125-Traffic Hazard,37.76181,6.0
07/29/2022 15:02:00,-122.405811,1183-Trfc Collision-Unkn Inj,37.775564,9.0
07/29/2022 15:32:00,-122.395501,1125-Traffic Hazard,37.782732,45.0
07/29/2022 17:30:00,-122.3201,1182-Trfc Collision-No Inj,37.822692,43.0
07/29/2022 18:33:00,-122.469656,1125-Traffic Hazard,37.67588,30.0
07/29/2022 18:45:00,-122.4278,1183-Trfc Collision-Unkn Inj,37.623624,17.0
07/29/2022 20:06:00,-122.367026,1125-Traffic Hazard,37.808318,48.0
07/29/2022 20:45:00,-122.414904,1125-Traffic Hazard,37.732277,23.0
07/30/2022 03:28:00,-122.405846,1183-Trfc Collision-Unkn Inj,37.76181,2.0
07/30/2022 07:49:00,-122.404835,1183-Trfc Collision-Unkn Inj,37.765283,39.0
07/30/2022 08:48:00,-122.40526,1183-Trfc Collision-Unkn Inj,37.766461,52.0
07/30/2022 08:58:00,-122.40526,1182-Trfc Collision-No Inj,37.766461,13.0
07/30/2022 09:54:00,-122.416133,1125-Traffic Hazard,37.769668,5.0
07/30/2022 12:23:00,-122.471279,1183-Trfc Collision-Unkn Inj,37.700407,5.0
07/30/2022 12:32:00,-122.394568,1125-Traffic Hazard,37.611631,4.0
07/30/2022 13:04:00,-122.366974,1183-Trfc Collision-Unkn Inj,37.808253,15.0
07/30/2022 14:50:00,-122.392204,1125-Traffic Hazard,37.750228,0.0
07/30/2022 15:48:00,-122.367026,1125-Traffic Hazard,37.808318,15.0
07/30/2022 15:54:00,-122.439501,1125-Traffic Hazard,37.729942,39.0
07/30/2022 16:30:00,-122.432073,1125-Traffic Hazard,37.732235,6.0
07/30/2022 16:58:00,-122.411985,1125-Traffic Hazard,37.634289,17.0
07/30/2022 18:24:00,-122.465163,1125A-Animal Hazard,37.661116,3.0
07/30/2022 18:47:00,-122.392638,20002-Hit and Run No Injuries,37.761351,21.0
07/30/2022 20:17:00,-122.403592,20002-Hit and Run No Injuries,37.660879,8.0
07/30/2022 21:09:00,-122.405389,23114-Object Flying From Veh,37.658645,2.0
07/30/2022 20:53:00,-122.367026,1125-Traffic Hazard,37.808318,20.0
07/30/2022 21:20:00,-122.389859,20002-Hit and Run No Injuries,37.78699,1.0
07/30/2022 22:20:00,-122.401165,1183-Trfc Collision-Unkn Inj,37.778081,209.0
07/30/2022 23:07:00,-122.367026,CZP-Assist with Construction,37.808318,191.0
07/31/2022 00:43:00,-122.394191,1183-Trfc Collision-Unkn Inj,37.704218,20.0
07/31/2022 01:01:00,-122.405846,1179-Trfc Collision-1141 Enrt,37.76181,57.0
07/31/2022 01:35:00,-122.366974,1125-Traffic Hazard,37.808253,36.0
07/31/2022 02:04:00,-122.408206,20002-Hit and Run No Injuries,37.737332,16.0
07/31/2022 04:31:00,-122.432033,1125-Traffic Hazard,37.628433,34.0
07/31/2022 09:17:00,-122.401316,1125-Traffic Hazard,37.624619,1.0
07/31/2022 10:14:00,-122.367026,FIRE-Report of Fire,37.808318,1.0
07/31/2022 10:22:00,-122.471761,1183-Trfc Collision-Unkn Inj,37.681126,52.0
07/31/2022 11:08:00,-122.405578,1183-Trfc Collision-Unkn Inj,37.743949,61.0
07/31/2022 12:25:00,-122.467495,CFIRE-Car Fire,37.672859,57.0
07/31/2022 16:11:00,-122.430734,1183-Trfc Collision-Unkn Inj,37.732175,27.0
07/31/2022 17:21:00,-122.396156,1183-Trfc Collision-Unkn Inj,37.7745,5.0
07/31/2022 20:10:00,-122.367026,1125-Traffic Hazard,37.808318,25.0
07/31/2022 23:36:00,-122.395134,1125-Traffic Hazard,37.667417,41.0
08/01/2022 00:29:00,-122.423304,1125-Traffic Hazard,37.771852,7.0
08/01/2022 03:56:00,-122.367026,20002-Hit and Run No Injuries,37.808318,395.0
08/01/2022 08:52:00,-122.423413,1179-Trfc Collision-1141 Enrt,37.731566,57.0
08/01/2022 09:55:00,-122.403729,20002-Hit and Run No Injuries,37.72999,76.0
08/01/2022 11:50:00,-122.471279,1125-Traffic Hazard,37.700407,1.0
08/01/2022 12:13:00,-122.487453,1125-Traffic Hazard,37.671672,1.0
08/01/2022 15:02:00,-122.317352,1125-Traffic Hazard,37.82415,0.0
08/01/2022 15:30:00,-122.393183,1125-Traffic Hazard,37.701061,44.0
08/01/2022 15:58:00,-122.40655,1182-Trfc Collision-No Inj,37.772948,49.0
08/01/2022 20:18:00,-122.366974,WW-Wrong Way Driver,37.808253,0.0
08/01/2022 20:32:00,-122.364005,1183-Trfc Collision-Unkn Inj,37.811178,18.0
08/01/2022 22:34:00,-122.448254,CFIRE-Car Fire,37.719157,13.0
08/01/2022 22:41:00,-122.36171,1125-Traffic Hazard,37.813098,11.0
08/01/2022 22:40:00,-122.405578,1125-Traffic Hazard,37.743949,15.0
08/01/2022 22:52:00,-122.376864,20002-Hit and Run No Injuries,37.600129,5.0
08/01/2022 23:16:00,-122.405578,1125-Traffic Hazard,37.743949,9.0
08/02/2022 02:48:00,-122.405965,1125-Traffic Hazard,37.770731,
08/02/2022 05:51:00,-122.423304,1125-Traffic Hazard,37.771852,18.0
08/02/2022 07:12:00,-122.310644,1182-Trfc Collision-No Inj,37.824338,24.0
08/02/2022 07:51:00,-122.402997,1125-Traffic Hazard,37.752501,30.0
08/02/2022 07:50:00,-122.408207,1125-Traffic Hazard,37.737299,44.0
08/02/2022 08:08:00,-122.366974,1125-Traffic Hazard,37.808253,29.0
08/02/2022 07:56:00,-122.384004,1182-Trfc Collision-No Inj,37.604779,41.0
08/02/2022 10:33:00,-122.405846,1125-Traffic Hazard,37.76181,10.0
08/02/2022 10:31:00,-122.405389,1125-Traffic Hazard,37.658645,15.0
08/02/2022 14:26:00,-122.389859,1125-Traffic Hazard,37.78699,63.0
08/02/2022 15:43:00,-122.405811,1183-Trfc Collision-Unkn Inj,37.775564,13.0
08/02/2022 16:08:00,-122.467303,1125-Traffic Hazard,37.709316,1.0
08/02/2022 17:17:00,-122.366974,1183-Trfc Collision-Unkn Inj,37.808253,25.0
08/02/2022 17:32:00,-122.405686,1182-Trfc Collision-No Inj,37.641319,45.0
08/02/2022 18:56:00,-122.317352,1183-Trfc Collision-Unkn Inj,37.82415,18.0
08/02/2022 21:16:00,-122.41458,1182-Trfc Collision-No Inj,37.634386,19.0
08/03/2022 00:22:00,-122.366974,1183-Trfc Collision-Unkn Inj,37.808253,8.0
08/03/2022 02:22:00,-122.366974,1125-Traffic Hazard,37.808253,24.0
08/03/2022 05:27:00,-122.406642,1182-Trfc Collision-No Inj,37.650251,26.0
08/03/2022 08:46:00,-122.42465,1182-Trfc Collision-No Inj,37.63024,19.0
08/03/2022 10:33:00,-122.389859,1182-Trfc Collision-No Inj,37.78699,31.0
08/03/2022 10:39:00,-122.437211,1125-Traffic Hazard,37.632158,60.0
08/03/2022 11:30:00,-122.361552,1125-Traffic Hazard,37.813697,3.0
08/03/2022 15:25:00,-122.405867,1182-Trfc Collision-No Inj,37.768215,24.0
08/03/2022 15:33:00,-122.419844,1182-Trfc Collision-No Inj,37.632747,36.0
08/03/2022 15:42:00,-122.405846,1125-Traffic Hazard,37.76181,0.0
08/03/2022 16:07:00,-122.446186,1183-Trfc Collision-Unkn Inj,37.725772,70.0
08/03/2022 16:38:00,-122.405578,1125-Traffic Hazard,37.743949,33.0
08/03/2022 16:46:00,-122.36171,1125-Traffic Hazard,37.813098,15.0
08/03/2022 17:58:00,-122.405389,1179-Trfc Collision-1141 Enrt,37.658645,41.0
08/03/2022 18:09:00,-122.411985,1125-Traffic Hazard,37.634289,
08/03/2022 19:57:00,-122.392638,1125-Traffic Hazard,37.761351,37.0
08/03/2022 20:13:00,-122.404904,FIRE-Report of Fire,37.638051,2.0
08/03/2022 20:34:00,-122.377875,1125-Traffic Hazard,37.798222,3.0
08/03/2022 20:43:00,-122.481126,1125-Traffic Hazard,37.670359,63.0
08/03/2022 21:42:00,-122.404842,1125-Traffic Hazard,37.775944,51.0
08/04/2022 00:48:00,-122.404092,1184-Provide Traffic Control,37.730321,7.0
08/04/2022 01:07:00,-122.46879,1125-Traffic Hazard,37.674118,20.0
08/04/2022 01:15:00,-122.410764,1125-Traffic Hazard,37.769291,14.0
08/04/2022 01:32:00,-122.469656,1125-Traffic Hazard,37.67588,35.0
08/04/2022 04:37:00,-122.425239,1125-Traffic Hazard,37.612802,43.0
08/04/2022 05:32:00,-122.489102,1125-Traffic Hazard,37.683325,27.0
08/04/2022 06:52:00,-122.468222,1125-Traffic Hazard,37.673383,0.0
08/04/2022 06:55:00,-122.366991,1125-Traffic Hazard,37.808203,114.0
08/04/2022 08:01:00,-122.317352,1125-Traffic Hazard,37.82415,3.0
08/04/2022 08:11:00,-122.391447,1183-Trfc Collision-Unkn Inj,37.785495,7.0
08/04/2022 13:22:00,-122.440144,1125-Traffic Hazard,37.637184,24.0
08/04/2022 13:49:00,-122.405578,1183-Trfc Collision-Unkn Inj,37.743949,80.0
08/04/2022 14:08:00,-122.401165,1182-Trfc Collision-No Inj,37.778081,59.0
08/04/2022 17:56:00,-122.384004,1182-Trfc Collision-No Inj,37.604779,12.0
08/04/2022 18:23:00,-122.401983,1125-Traffic Hazard,37.778062,7.0
08/05/2022 03:21:00,-122.405622,1125-Traffic Hazard,37.733096,10.0
08/05/2022 03:25:00,-122.366974,1125-Traffic Hazard,37.808253,2.0
08/05/2022 03:39:00,-122.465358,1183-Trfc Collision-Unkn Inj,37.710344,19.0
08/05/2022 03:45:00,-122.42465,1183-Trfc Collision-Unkn Inj,37.63024,689.0
08/05/2022 03:50:00,-122.439692,1125-Traffic Hazard,37.636879,30.0
08/05/2022 06:15:00,-122.367026,1183-Trfc Collision-Unkn Inj,37.808318,25.0
08/05/2022 07:32:00,-122.366974,1125-Traffic Hazard,37.808253,1.0
08/05/2022 08:27:00,-122.411985,CFIRE-Car Fire,37.634289,16.0
08/05/2022 13:18:00,-122.392638,1125-Traffic Hazard,37.761351,62.0
08/05/2022 14:25:00,-122.366974,1183-Trfc Collision-Unkn Inj,37.808253,138.0
08/05/2022 14:49:00,-122.427629,1125-Traffic Hazard,37.628803,24.0
08/05/2022 15:11:00,-122.47164,1125-Traffic Hazard,37.698587,33.0
08/05/2022 18:16:00,-122.36171,1183-Trfc Collision-Unkn Inj,37.813098,110.0
08/05/2022 18:41:00,-122.361464,1125-Traffic Hazard,37.813756,73.0
08/05/2022 19:42:00,-122.401165,1125-Traffic Hazard,37.778081,42.0
08/05/2022 21:10:00,-122.404842,1179-Trfc Collision-1141 Enrt,37.775944,13.0
08/05/2022 21:07:00,-122.404835,1179-Trfc Collision-1141 Enrt,37.765283,37.0
08/05/2022 22:32:00,-122.392571,20002-Hit and Run No Injuries,37.784858,9.0
08/05/2022 23:06:00,-122.40655,20002-Hit and Run No Injuries,37.772948,23.0
08/06/2022 00:37:00,-122.361552,1182-Trfc Collision-No Inj,37.813697,61.0
08/06/2022 01:14:00,-122.405622,1125-Traffic Hazard,37.733096,47.0
08/06/2022 01:21:00,-122.361464,1179-Trfc Collision-1141 Enrt,37.813756,628.0
08/06/2022 01:19:00,-122.401464,1125-Traffic Hazard,37.72401,40.0
08/06/2022 01:18:00,-122.400645,1182-Trfc Collision-No Inj,37.62345,118.0
08/06/2022 01:53:00,-122.40282,1183-Trfc Collision-Unkn Inj,37.753134,10.0
08/06/2022 01:58:00,-122.402997,1182-Trfc Collision-No Inj,37.752501,25.0
08/06/2022 04:03:00,-122.36171,1125-Traffic Hazard,37.813098,13.0
08/06/2022 04:26:00,-122.402997,FIRE-Report of Fire,37.752501,50.0
08/06/2022 04:54:00,-122.509681,1125-Traffic Hazard,37.582375,1.0
08/06/2022 07:01:00,-122.39266,1125-Traffic Hazard,37.784877,9.0
08/06/2022 07:04:00,-122.405811,1125-Traffic Hazard,37.775564,0.0
08/06/2022 07:29:00,-122.397252,FIRE-Report of Fire,37.78173,5.0
08/06/2022 08:23:00,-122.47164,1179-Trfc Collision-1141 Enrt,37.698587,130.0
08/06/2022 09:46:00,-122.468222,1125-Traffic Hazard,37.673383,5.0
08/06/2022 10:06:00,-122.470568,1125-Traffic Hazard,37.690867,29.0
08/06/2022 10:18:00,-122.470568,1183-Trfc Collision-Unkn Inj,37.690867,13.0
08/06/2022 10:47:00,-122.392638,1125-Traffic Hazard,37.761351,9.0
08/06/2022 11:25:00,-122.405389,1125-Traffic Hazard,37.658645,29.0
08/06/2022 11:24:00,-122.317352,1166-Defective Traffic Signals,37.82415,8.0
08/06/2022 12:39:00,-122.470568,1125-Traffic Hazard,37.690867,10.0
08/06/2022 12:46:00,-122.367026,1125-Traffic Hazard,37.808318,3.0
08/06/2022 13:38:00,-122.423836,1179-Trfc Collision-1141 Enrt,37.731355,150.0
08/06/2022 13:43:00,-122.405578,1183-Trfc Collision-Unkn Inj,37.743949,18.0
08/06/2022 14:06:00,-122.470695,1125-Traffic Hazard,37.676438,55.0
08/06/2022 14:25:00,-122.392571,1125-Traffic Hazard,37.784858,55.0
08/06/2022 18:19:00,-122.468222,1125-Traffic Hazard,37.673383,4.0
08/06/2022 20:11:00,-122.395498,ANIMAL-Live or Dead Animal,37.710191,1.0
08/06/2022 20:49:00,-122.361552,1125-Traffic Hazard,37.813697,4.0
08/06/2022 21:54:00,-122.384004,1182-Trfc Collision-No Inj,37.604779,74.0
08/06/2022 23:59:00,-122.3201,1125-Traffic Hazard,37.822692,46.0
08/07/2022 01:06:00,-122.414904,1125-Traffic Hazard,37.732277,18.0
08/07/2022 03:28:00,-122.402997,1125-Traffic Hazard,37.752501,33.0
08/07/2022 03:48:00,-122.405502,1125-Traffic Hazard,37.767567,0.0
08/07/2022 06:04:00,-122.402997,FIRE-Report of Fire,37.752501,19.0
08/07/2022 07:09:00,-122.434671,1183-Trfc Collision-Unkn Inj,37.630323,9.0
08/07/2022 07:43:00,-122.398495,1125A-Animal Hazard,37.71554,26.0
08/07/2022 09:43:00,-122.395498,1125-Traffic Hazard,37.710191,19.0
08/07/2022 10:30:00,-122.39951,FIRE-Report of Fire,37.719288,3.0
08/07/2022 12:28:00,-122.439969,1183-Trfc Collision-Unkn Inj,37.729924,18.0
08/07/2022 12:41:00,-122.36171,1125-Traffic Hazard,37.813098,33.0
08/07/2022 13:24:00,-122.405578,20002-Hit and Run No Injuries,37.743949,15.0
08/07/2022 14:03:00,-122.313817,1125-Traffic Hazard,37.824803,8.0
08/07/2022 15:04:00,-122.366974,1125-Traffic Hazard,37.808253,3.0
08/07/2022 15:16:00,-122.432073,1179-Trfc Collision-1141 Enrt,37.732235,87.0
08/07/2022 15:32:00,-122.480914,1179-Trfc Collision-1141 Enrt,37.665935,34.0
08/07/2022 16:07:00,-122.400209,1183-Trfc Collision-Unkn Inj,37.720795,7.0
08/07/2022 17:30:00,-122.40282,1125-Traffic Hazard,37.753134,12.0
08/07/2022 19:01:00,-122.39266,20002-Hit and Run No Injuries,37.784877,24.0
08/07/2022 21:48:00,-122.402997,FIRE-Report of Fire,37.752501,7.0
08/07/2022 22:17:00,-122.395501,1125-Traffic Hazard,37.782732,38.0
08/08/2022 07:23:00,-122.40456,1125-Traffic Hazard,37.637963,25.0
08/08/2022 07:44:00,-122.403729,1125-Traffic Hazard,37.72999,13.0
08/08/2022 08:08:00,-122.490738,1125-Traffic Hazard,37.654367,1.0
08/08/2022 08:03:00,-122.366974,1182-Trfc Collision-No Inj,37.808253,54.0
08/08/2022 09:42:00,-122.405846,1125-Traffic Hazard,37.76181,2.0
08/08/2022 10:49:00,-122.439501,1125-Traffic Hazard,37.729942,1.0
08/08/2022 11:55:00,-122.39266,1125-Traffic Hazard,37.784877,7.0
08/08/2022 15:26:00,-122.471279,20002-Hit and Run No Injuries,37.700407,4.0
08/08/2022 16:22:00,-122.405811,1125-Traffic Hazard,37.775564,27.0
08/08/2022 16:26:00,-122.401165,1125-Traffic Hazard,37.778081,22.0
08/08/2022 17:46:00,-122.367026,1125-Traffic Hazard,37.808318,149.0
08/08/2022 17:52:00,-122.446015,1125-Traffic Hazard,37.726304,61.0
08/08/2022 18:48:00,-122.361552,1125-Traffic Hazard,37.813697,45.0
08/08/2022 21:48:00,-122.3201,1125-Traffic Hazard,37.822692,2.0
08/09/2022 04:51:00,-122.439501,1125-Traffic Hazard,37.729942,16.0
08/09/2022 06:17:00,-122.432073,1125-Traffic Hazard,37.732235,14.0
08/09/2022 06:36:00,-122.3201,1125-Traffic Hazard,37.822692,13.0
08/09/2022 07:33:00,-122.366974,1125-Traffic Hazard,37.808253,28.0
08/09/2022 08:49:00,-122.405622,1183-Trfc Collision-Unkn Inj,37.733096,51.0
08/09/2022 08:52:00,-122.366974,1125-Traffic Hazard,37.808253,15.0
08/09/2022 09:59:00,-122.366974,1125-Traffic Hazard,37.808253,14.0
08/09/2022 11:08:00,-122.452394,1125-Traffic Hazard,37.649757,4.0
08/09/2022 11:16:00,-122.463168,1125A-Animal Hazard,37.659482,4.0
08/09/2022 11:17:00,-122.405389,20002-Hit and Run No Injuries,37.658645,31.0
08/09/2022 11:25:00,-122.366974,1125-Traffic Hazard,37.808253,14.0
08/09/2022 12:27:00,-122.490738,1125-Traffic Hazard,37.654367,2.0
08/09/2022 12:33:00,-122.395005,1125-Traffic Hazard,37.766694,49.0
