AGE,B,CHAS,CRIM,DIS,INDUS,LSTAT,NOX,PRICE,PTRATIO,RAD,RM,TAX,ZN
88.0,383.32,0.0,14.3337,1.9512,18.1,13.11,0.614,21.4,20.2,24.0,6.229,666.0,0.0
64.7,396.9,0.0,5.82401,3.4242,18.1,10.74,0.532,23.0,20.2,24.0,6.242,666.0,0.0
74.9,393.07,0.0,5.70818,3.3317,18.1,7.74,0.532,23.7,20.2,24.0,6.75,666.0,0.0
77.0,395.28,0.0,5.73116,3.4106,18.1,7.01,0.532,25.0,20.2,24.0,7.061,666.0,0.0
40.3,392.92,0.0,2.81838,4.0983,18.1,10.42,0.532,21.8,20.2,24.0,5.762,666.0,0.0
41.9,370.73,0.0,2.37857,3.724,18.1,13.34,0.583,20.6,20.2,24.0,5.871,666.0,0.0
51.9,388.62,0.0,3.67367,3.9917,18.1,10.58,0.583,21.2,20.2,24.0,6.312,666.0,0.0
79.8,392.68,0.0,5.69175,3.5459,18.1,14.98,0.583,19.1,20.2,24.0,6.114,666.0,0.0
53.2,388.22,0.0,4.83567,3.1523,18.1,11.45,0.583,20.6,20.2,24.0,5.905,666.0,0.0
92.7,395.09,0.0,0.15086,1.8209,27.74,18.06,0.609,15.2,20.1,4.0,5.454,711.0,0.0
98.3,344.05,0.0,0.18337,1.7554,27.74,23.97,0.609,7.0,20.1,4.0,5.414,711.0,0.0
98.0,318.43,0.0,0.20746,1.8226,27.74,29.68,0.609,8.1,20.1,4.0,5.093,711.0,0.0
98.8,390.11,0.0,0.10574,1.8681,27.74,18.07,0.609,13.6,20.1,4.0,5.983,711.0,0.0
83.5,396.9,0.0,0.11132,2.1099,27.74,13.35,0.609,20.1,20.1,4.0,5.983,711.0,0.0
54.0,396.9,0.0,0.17331,2.3817,9.69,12.01,0.585,21.8,19.2,6.0,5.707,391.0,0.0
42.6,396.9,0.0,0.27957,2.3817,9.69,13.59,0.585,24.5,19.2,6.0,5.926,391.0,0.0
28.8,393.29,0.0,0.17899,2.7986,9.69,17.6,0.585,23.1,19.2,6.0,5.67,391.0,0.0
72.9,396.9,0.0,0.2896,2.7986,9.69,21.14,0.585,19.7,19.2,6.0,5.39,391.0,0.0
70.6,396.9,0.0,0.26838,2.8927,9.69,14.1,0.585,18.3,19.2,6.0,5.794,391.0,0.0
65.3,396.9,0.0,0.23912,2.4091,9.69,12.92,0.585,21.2,19.2,6.0,6.019,391.0,0.0
73.5,395.77,0.0,0.17783,2.3999,9.69,15.1,0.585,17.5,19.2,6.0,5.569,391.0,0.0
79.7,396.9,0.0,0.22438,2.4982,9.69,14.33,0.585,16.8,19.2,6.0,6.027,391.0,0.0
69.1,391.99,0.0,0.06263,2.4786,11.93,9.67,0.573,22.4,21.0,1.0,6.593,273.0,0.0
76.7,396.9,0.0,0.04527,2.2875,11.93,9.08,0.573,20.6,21.0,1.0,6.12,273.0,0.0
91.0,396.9,0.0,0.06076,2.1675,11.93,5.64,0.573,23.9,21.0,1.0,6.976,273.0,0.0
89.3,393.45,0.0,0.10959,2.3889,11.93,6.48,0.573,22.0,21.0,1.0,6.794,273.0,0.0
80.8,396.9,0.0,0.04741,2.505,11.93,7.88,0.573,11.9,21.0,1.0,6.03,273.0,0.0
