hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
19.0,18.5,3.0,1.0,1.0,0.3,0.3333,0.33,0.0,6.0,135.0,141.0
23.0,0.0,3.0,1.0,1.0,0.22,0.2576,0.55,0.0896,1.0,38.0,39.0
0.0,0.0,4.0,1.0,1.0,0.22,0.2576,0.55,0.0896,-10.15,11.0,11.0
3.0,0.0,4.0,1.0,3.41,0.2,0.2121,0.64,0.1343,0.0,2.0,2.0
6.0,0.0,4.0,1.0,-2.35,0.2,0.197,0.69,0.194,0.0,58.0,58.0
9.0,0.0,-6.725,1.0,2.0,0.24,-2.5,0.75,0.2985,4.0,133.0,137.0
10.0,0.0,4.0,1.0,2.0,0.26,0.2424,0.7,0.2836,8.0,49.0,57.0
12.0,18.5,4.0,1.0,-2.35,0.36,-2.5,0.53,0.3582,10.0,85.0,95.0
13.0,0.0,4.0,1.0,2.0,0.38,0.3939,0.54,0.2985,16.0,72.0,88.0
14.0,0.0,4.0,1.0,-2.35,0.4,0.4091,0.5,0.2985,2.0,67.0,69.0
15.0,0.0,4.0,1.0,3.0,0.4,0.4091,0.54,0.3881,5.0,58.0,63.0
17.0,0.0,4.0,1.0,3.0,0.36,0.3485,0.66,0.194,9.0,168.0,-22.3228125
19.0,0.0,4.0,1.0,3.0,0.34,0.303,0.93,0.2985,3.0,112.0,115.0
21.0,0.0,4.0,1.0,2.0,0.34,0.303,0.87,0.3284,7.0,76.0,37.3936875
23.0,0.0,4.0,1.0,2.0,0.32,0.303,0.93,0.2239,3.0,47.0,-22.3228125
0.0,0.0,5.0,1.0,3.0,0.32,0.3485,0.93,0.0,1.0,8.0,9.0
12.875,0.0,5.0,1.0,-2.35,0.32,0.3333,0.93,-5.95,1.0,1.0,37.3936875
8.0,0.0,5.0,1.0,3.0,0.36,0.3485,0.93,0.1343,16.89,70.0,73.0
9.0,0.0,5.0,-6.175,3.0,0.34,0.303,0.93,0.3582,3.0,111.0,114.0
10.0,0.0,5.0,1.0,3.0,0.42,3.5,0.94,0.3284,7.0,42.0,49.0
12.0,0.0,5.0,1.0,3.0,0.54,0.5152,0.6,-5.95,20.0,95.0,115.0
14.0,0.0,5.0,1.0,3.0,0.56,0.5303,0.56,0.6119,14.0,71.0,85.0
17.0,0.0,5.0,1.0,1.0,0.32,0.2727,0.49,0.7463,8.0,181.0,189.0
20.0,0.0,5.0,1.0,1.0,0.3,0.2576,0.49,-5.95,2.0,26.853475000000003,62.0
23.0,0.0,5.0,1.0,1.0,5.285,0.2273,0.48,0.3284,2.0,37.0,39.0
12.875,0.0,-6.725,0.0,1.0,0.24,0.2273,0.52,0.194,3.0,25.0,28.0
1.0,0.0,6.0,0.0,-2.35,0.24,0.2121,0.52,0.2985,2.0,25.0,27.0
2.0,0.0,6.0,-6.175,1.0,0.22,0.197,0.6,0.3582,3.0,9.0,12.0
6.0,0.0,6.0,0.0,1.0,-3.475,0.2727,0.6,0.0,1.0,-16.309125,7.0
12.0,-11.5,6.0,0.0,2.0,0.32,0.3182,0.45,-5.95,45.0,115.0,160.0
14.0,0.0,6.0,0.0,2.0,0.34,0.303,0.36,0.3284,57.0,154.0,211.0
15.0,0.0,6.0,0.0,2.0,0.36,0.3333,0.4,0.2836,40.0,125.0,165.0
17.0,0.0,6.0,0.0,1.0,0.36,0.3485,-4.5,0.2239,53.0,130.0,183.0
19.0,0.0,6.0,0.0,1.0,0.32,0.303,0.49,0.2537,30.0,64.0,94.0
21.0,0.0,6.0,0.0,1.0,0.28,0.2727,0.65,0.2537,9.0,59.0,68.0
22.0,0.0,6.0,0.0,1.0,0.28,0.2727,0.75,0.2239,8.0,38.0,46.0
23.0,0.0,6.0,0.0,1.0,0.28,-3.4875,7.1,0.2836,5.0,29.0,34.0
2.0,-11.159125,0.0,0.0,3.41,0.26,0.2727,0.87,0.1343,2.0,28.024725,22.0
7.0,0.0,0.0,0.0,1.0,0.24,0.2424,0.87,0.1343,6.0,8.0,14.0
8.0,0.0,0.0,0.0,1.0,0.26,0.303,0.87,0.0,9.0,26.0,37.3936875
9.0,0.0,0.0,0.0,1.0,5.285,0.303,0.87,0.0896,17.0,42.0,59.0
15.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.44,0.1343,98.0,163.0,261.0
21.0,0.0,0.0,0.0,1.0,0.38,0.3939,0.62,0.1642,8.0,61.0,69.0
23.0,0.0,0.0,0.0,2.0,0.36,0.3485,0.62,0.1642,6.0,53.0,59.0
0.0,0.0,1.0,1.0,2.0,0.36,0.3636,0.66,0.1045,5.0,26.853475000000003,30.0
1.0,-11.159125,1.0,10.105,3.0,0.34,0.303,0.87,0.3582,1.0,7.0,8.0
9.0,0.0,1.0,-6.175,1.0,0.42,0.4242,0.82,-5.95,-10.75,127.0,142.0
-8.125,0.0,1.0,1.0,2.0,0.52,0.5,0.72,0.4925,13.0,79.0,92.0
11.0,0.0,1.0,10.105,2.0,0.56,0.5303,0.64,0.2985,13.0,74.0,87.0
12.0,18.295475,1.0,1.0,2.0,0.56,0.5303,0.64,0.2985,0.0,36.0,36.0
17.0,0.0,1.0,1.0,3.0,0.4,0.4091,1.0,0.2985,2.0,77.0,79.0
18.0,0.0,1.0,1.0,3.0,0.46,0.4545,0.94,0.194,4.0,127.0,131.0
-8.125,0.0,1.0,1.0,3.0,0.44,0.4394,0.88,0.6119,1.0,79.0,80.0
22.0,0.0,1.0,1.0,3.0,0.34,0.303,0.93,0.4179,4.0,72.0,37.3936875
23.0,0.0,-6.725,1.0,2.0,0.32,0.2879,7.1,0.3881,0.0,45.0,45.0
4.0,0.0,2.0,1.0,1.0,0.22,0.2121,7.1,0.2537,0.0,26.853475000000003,1.0
7.0,0.0,2.0,1.0,1.0,5.285,0.1818,0.59,0.3284,2.0,105.0,107.0
10.0,18.295475,2.0,1.0,1.0,0.24,0.2121,0.52,0.2836,13.0,55.0,68.0
13.0,0.0,2.0,1.0,3.41,0.32,0.3485,0.39,0.0,16.89,65.0,78.0
15.0,0.0,2.0,1.0,1.0,0.34,0.3636,0.34,0.0,7.0,57.0,64.0
18.0,0.0,2.0,1.0,1.0,0.32,0.3182,0.39,0.194,10.0,214.0,224.0
20.0,0.0,2.0,1.0,1.0,0.3,0.3182,0.61,0.0896,2.0,86.0,88.0
21.0,0.0,2.0,1.0,1.0,0.26,0.303,0.56,0.0,8.0,55.0,63.0
22.0,0.0,2.0,1.0,1.0,0.24,0.2727,0.62,0.1045,3.0,44.0,47.0
12.875,0.0,2.0,1.0,-2.35,0.24,0.2273,0.65,0.2239,2.0,23.0,37.3936875
3.0,0.0,3.0,1.0,1.0,0.22,0.2121,0.69,0.2836,3.0,1.0,4.0
5.0,0.0,3.0,1.0,1.0,0.22,5.2925,0.69,0.2239,0.0,5.0,5.0
8.0,0.0,10.835,1.0,1.0,0.24,0.2121,0.65,-5.95,13.0,243.0,256.0
11.0,0.0,3.0,1.0,1.0,0.34,0.303,0.53,0.3284,8.0,65.0,73.0
16.0,0.0,3.0,10.105,1.0,0.54,0.5152,0.19,0.3284,27.0,112.0,139.0
19.0,0.0,3.0,1.0,1.0,-3.475,0.4091,0.28,0.5224,6.0,144.0,150.0
21.0,0.0,3.0,1.0,1.0,0.34,0.2879,0.29,9.57,3.0,68.0,71.0
23.0,0.0,3.0,1.0,1.0,5.285,0.2121,0.3,0.5224,0.0,22.0,22.0
2.0,0.0,4.0,1.0,1.0,0.2,0.1667,0.27,-5.95,1.0,2.0,3.0
6.0,0.0,-6.725,1.0,1.0,0.14,-2.5,0.33,0.2985,1.0,34.0,35.0
8.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.39,0.2985,4.0,216.0,220.0
12.0,0.0,4.0,1.0,1.0,5.285,0.2273,0.25,0.1343,7.0,65.0,72.0
14.0,0.0,4.0,1.0,1.0,0.24,0.2576,0.21,0.1045,18.0,60.0,-22.3228125
15.0,0.0,4.0,1.0,1.0,0.24,0.2879,0.23,0.0,6.0,62.0,68.0
16.0,18.295475,10.835,1.0,1.0,0.26,0.303,0.23,0.0,6.0,65.0,71.0
22.0,0.0,4.0,1.0,1.0,0.2,0.2576,-4.5,0.0,3.0,50.0,53.0
23.0,0.0,4.0,1.0,2.0,0.18,0.2121,0.43,0.0896,0.0,20.809725,23.0
5.0,18.295475,5.0,1.0,2.0,0.16,0.1818,0.74,0.1343,0.0,7.0,7.0
7.0,0.0,10.835,-6.175,1.0,0.16,0.1818,0.8,0.1343,0.0,83.0,83.0
8.0,0.0,5.0,10.105,-2.35,0.18,0.197,-4.5,0.1343,6.0,222.0,228.0
9.0,0.0,5.0,1.0,1.0,5.285,0.2273,0.6,0.1343,12.0,138.0,150.0
11.0,0.0,5.0,1.0,1.0,0.28,0.2727,7.1,0.2239,-10.75,73.0,89.0
12.0,-11.159125,5.0,1.0,1.0,0.32,0.303,0.43,0.1642,10.0,87.0,97.0
14.0,0.0,5.0,1.0,1.0,0.36,0.3333,0.4,0.2836,30.0,65.0,95.0
-8.125,0.0,5.0,1.0,-2.35,0.36,0.3333,0.5,-5.95,22.0,28.024725,228.0
18.0,0.0,5.0,1.0,2.0,0.34,0.303,0.53,0.2985,15.0,172.0,187.0
20.0,0.0,5.0,1.0,-2.35,0.3,0.2879,0.7,0.194,9.0,78.0,87.0
21.0,0.0,5.0,1.0,2.0,0.3,0.2879,0.7,0.2239,6.0,64.0,70.0
22.0,0.0,5.0,1.0,1.0,0.3,0.2879,0.7,0.194,4.0,40.0,44.0
0.0,0.0,6.0,0.0,2.0,0.28,0.2879,7.1,0.1045,4.0,15.0,19.0
1.0,0.0,6.0,0.0,2.0,0.3,0.3182,0.81,0.1045,5.0,20.0,25.0
3.0,18.295475,6.0,0.0,2.0,-3.475,0.2879,0.87,0.194,0.0,2.0,2.0
5.0,0.0,6.0,0.0,2.0,0.3,0.303,1.0,0.1343,0.0,3.0,3.0
-8.125,0.0,6.0,0.0,2.0,0.3,0.2727,1.0,-5.95,5.0,10.0,15.0
-8.125,18.295475,6.0,0.0,2.0,0.32,0.303,0.93,0.2239,15.0,48.0,63.0
12.0,0.0,6.0,0.0,2.0,0.44,0.4394,0.67,0.2537,46.0,121.0,167.0
13.0,0.0,6.0,0.0,2.0,0.46,0.4545,0.67,-5.95,60.0,130.0,190.0
18.0,0.0,6.0,0.0,3.41,0.48,0.4697,0.59,0.3284,37.0,-12.682875,152.0
19.0,0.0,6.0,0.0,2.0,0.46,0.4545,0.67,0.3284,27.0,62.0,37.3936875
21.0,0.0,6.0,0.0,2.0,-3.475,0.4394,0.72,0.3284,17.25,60.0,72.0
22.0,0.0,6.0,0.0,2.0,0.42,0.4242,7.1,0.2985,16.0,26.853475000000003,63.0
23.0,0.0,6.0,0.0,2.0,0.44,0.4394,0.77,0.2985,10.0,34.0,44.0
2.0,0.0,0.0,0.0,2.0,0.4,0.4091,0.82,0.2836,5.0,27.0,32.0
12.0,0.0,0.0,0.0,2.0,0.46,0.4545,0.94,-5.95,10.0,69.0,79.0
13.0,18.295475,0.0,0.0,2.0,0.46,0.4545,0.94,0.3582,22.0,83.0,105.0
14.0,0.0,0.0,0.0,-2.35,0.44,0.4394,1.0,0.2239,12.0,27.0,39.0
15.0,0.0,0.0,0.0,3.0,0.44,0.4394,1.0,0.2239,3.0,4.0,7.0
-8.125,0.0,0.0,0.0,3.0,0.36,0.3333,1.0,0.2836,3.0,8.0,11.0
21.0,0.0,0.0,0.0,3.0,0.24,0.1818,0.93,0.6119,1.0,6.0,7.0
22.0,0.0,0.0,0.0,2.0,0.22,0.197,1.0,0.3881,0.0,10.0,10.0
23.0,0.0,0.0,0.0,2.0,0.22,0.197,1.0,0.4179,0.0,9.0,9.0
3.0,0.0,1.0,1.0,1.0,0.2,0.1515,0.8,0.5821,0.0,1.0,37.3936875
6.0,0.0,1.0,1.0,1.0,0.2,0.1818,0.75,0.3881,3.0,31.0,34.0
7.0,0.0,1.0,1.0,1.0,0.2,0.1667,0.75,0.4179,3.0,88.0,91.0
17.0,0.0,1.0,1.0,1.0,0.34,0.303,0.29,0.3582,27.0,206.0,233.0
12.875,0.0,1.0,1.0,1.0,0.3,0.303,0.33,0.1642,5.0,87.0,92.0
22.0,0.0,1.0,1.0,1.0,0.26,0.2576,0.48,0.1642,1.0,34.0,35.0
0.0,0.0,2.0,1.0,1.0,0.26,0.2879,7.1,0.0896,1.0,9.0,10.0
1.0,0.0,2.0,1.0,1.0,0.24,0.2424,0.52,0.1343,0.0,-16.707875,4.0
2.0,0.0,2.0,1.0,1.0,0.24,-2.5,0.52,0.1343,1.0,0.0,1.0
6.0,0.0,2.0,1.0,1.0,0.2,0.2576,0.59,0.0,3.0,42.0,45.0
12.0,0.0,-6.725,1.0,2.0,0.36,0.3788,0.23,0.0,29.0,70.0,99.0
16.0,0.0,-6.725,1.0,1.0,0.38,0.3939,0.27,0.1642,26.0,82.0,108.0
17.0,0.0,2.0,1.0,1.0,5.285,0.3485,0.27,0.2239,39.0,209.0,248.0
20.0,0.0,2.0,1.0,1.0,0.32,0.3333,0.39,0.0896,-10.75,74.0,76.0
23.0,0.0,2.0,1.0,1.0,0.28,0.2727,0.61,0.194,3.0,20.809725,41.0
1.0,0.0,3.0,1.0,1.0,0.26,0.2727,0.52,0.1343,0.0,4.0,4.0
3.0,0.0,3.0,1.0,1.0,0.24,0.2576,0.7,0.0896,1.0,2.0,3.0
12.875,0.0,3.0,1.0,2.0,0.24,0.2424,0.81,0.1343,1.0,7.0,8.0
6.0,18.5,3.0,1.0,2.0,0.24,0.2576,-4.5,0.1045,5.0,44.0,49.0
10.0,0.0,3.0,1.0,2.0,0.3,0.2879,0.75,0.2537,8.0,49.0,57.0
12.0,0.0,3.0,1.0,2.0,0.32,0.303,0.76,0.2537,14.0,84.0,98.0
13.0,0.0,3.0,1.0,2.0,0.32,0.2879,0.76,9.57,17.0,82.0,99.0
14.0,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.2985,10.0,61.0,37.3936875
16.0,0.0,3.0,1.0,2.0,0.34,3.5,0.76,0.3284,10.0,102.0,112.0
2.0,0.0,4.0,1.0,3.0,0.34,0.3182,0.0,0.2537,0.0,1.0,1.0
12.875,0.0,10.835,1.0,3.0,0.38,0.3939,7.1,0.2239,1.0,36.0,37.0
8.0,18.295475,4.0,1.0,3.0,0.38,0.3939,0.0,0.2836,1.0,-16.309125,44.0
9.0,0.0,10.835,1.0,3.0,0.4,0.4091,0.0,0.2239,1.0,23.0,-22.3228125
11.0,0.0,4.0,1.0,3.0,0.4,0.4091,0.0,0.2537,6.0,5.0,11.0
13.0,0.0,4.0,1.0,3.0,0.42,0.4242,0.0,0.2239,1.0,11.0,12.0
19.0,0.0,4.0,1.0,3.0,0.44,0.4394,0.0,0.5821,5.0,51.0,56.0
21.0,0.0,4.0,1.0,3.0,0.36,0.3485,0.0,0.2239,1.0,27.0,28.0
1.0,0.0,5.0,1.0,3.0,0.34,0.3485,1.0,0.1045,0.0,8.0,8.0
7.0,0.0,5.0,1.0,1.0,0.26,0.2576,0.7,0.194,10.0,104.0,114.0
8.0,0.0,5.0,1.0,1.0,0.28,0.2727,0.7,0.2537,15.0,244.0,259.0
10.0,0.0,5.0,1.0,2.0,0.32,0.303,0.57,0.2985,18.0,20.809725,78.0
11.0,0.0,5.0,1.0,2.0,5.285,0.303,0.57,0.2985,-10.75,67.0,81.0
-8.125,0.0,5.0,1.0,2.0,0.34,0.3182,0.53,-5.95,15.0,96.0,111.0
13.0,0.0,5.0,1.0,3.41,0.36,0.3333,0.53,0.2537,15.0,92.0,107.0
15.0,0.0,5.0,1.0,-2.35,0.34,0.3182,0.53,0.2537,21.0,64.0,85.0
16.0,0.0,5.0,1.0,2.0,0.34,0.303,0.49,0.2985,18.0,95.0,113.0
18.0,0.0,5.0,1.0,1.0,0.32,0.303,0.49,0.3284,19.0,134.0,153.0
20.0,0.0,5.0,1.0,1.0,0.3,0.303,0.56,0.1642,6.0,70.0,-22.3228125
23.0,0.0,5.0,1.0,1.0,0.3,0.2879,0.52,0.2537,3.0,34.0,37.3936875
1.0,0.0,6.0,0.0,1.0,0.24,0.2273,0.65,0.194,3.0,15.0,18.0
2.0,0.0,6.0,0.0,1.0,0.24,0.2273,0.65,0.194,0.0,14.0,14.0
5.0,0.0,6.0,0.0,-2.35,0.22,0.2273,0.69,0.194,0.0,2.0,2.0
6.0,0.0,6.0,0.0,1.0,0.22,0.2121,0.75,0.2537,2.0,2.0,4.0
8.0,0.0,6.0,0.0,1.0,0.26,0.2576,0.65,0.1642,9.0,44.0,53.0
9.0,0.0,6.0,0.0,1.0,0.28,0.2879,0.65,0.1045,25.0,76.0,-22.3228125
10.0,0.0,6.0,10.105,1.0,0.32,0.303,0.66,0.2239,21.0,78.0,-22.3228125
12.0,0.0,6.0,0.0,1.0,0.34,0.3182,0.53,0.2836,51.0,107.0,158.0
14.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.5,0.4478,70.0,96.0,166.0
-8.125,-11.5,6.0,0.0,3.41,0.46,0.4545,0.41,0.4478,100.0,144.0,244.0
21.0,0.0,6.0,0.0,1.0,0.38,0.3939,0.62,0.0,36.0,46.0,82.0
23.0,0.0,6.0,0.0,1.0,-3.475,0.3939,-4.5,0.0896,11.0,38.0,49.0
3.0,18.295475,0.0,0.0,1.0,0.34,0.3333,7.1,0.1343,16.89,17.0,-22.3228125
-8.125,0.0,0.0,0.0,1.0,0.36,3.5,0.62,-5.95,0.0,3.0,-22.3228125
6.0,18.295475,10.835,0.0,1.0,0.34,0.3636,0.66,0.0,0.0,2.0,37.3936875
9.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.5,0.4179,8.0,36.0,44.0
10.0,0.0,0.0,0.0,1.0,0.42,0.4242,0.47,0.2537,17.25,86.0,122.0
12.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.38,0.3881,74.0,120.0,194.0
15.0,0.0,0.0,0.0,1.0,0.48,0.4697,-4.5,0.3284,149.0,155.0,304.0
18.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.43,0.3582,17.25,92.0,147.0
-8.125,0.0,0.0,0.0,1.0,0.32,0.303,0.57,0.2985,23.0,54.0,77.0
12.875,0.0,0.0,0.0,1.0,0.3,0.2879,0.56,0.2537,9.0,49.0,58.0
1.0,-11.159125,1.0,1.0,1.0,0.26,0.2879,0.65,9.57,0.0,1.0,1.0
2.0,0.0,1.0,-6.175,1.0,0.26,0.2879,0.65,0.0896,0.0,1.0,1.0
9.0,0.0,1.0,1.0,1.0,0.32,0.303,7.1,0.3284,13.0,127.0,140.0
10.0,0.0,1.0,1.0,1.0,0.34,0.3182,0.42,0.2537,27.0,57.0,84.0
12.0,0.0,1.0,1.0,1.0,0.38,0.3939,0.37,0.0,40.0,54.0,94.0
14.0,0.0,10.835,1.0,2.0,0.38,0.3939,0.34,0.0,27.0,52.0,79.0
15.0,0.0,1.0,1.0,1.0,0.38,0.3939,0.37,0.1642,24.0,77.0,101.0
19.0,0.0,1.0,1.0,1.0,0.36,0.3485,0.43,-5.95,17.0,133.0,150.0
20.0,0.0,1.0,10.105,1.0,0.34,-3.4875,0.46,0.2239,23.0,106.0,129.0
21.0,0.0,1.0,1.0,1.0,-3.475,0.3333,0.46,0.1343,5.0,58.0,63.0
0.0,0.0,2.0,1.0,1.0,0.32,0.3485,0.53,0.0,7.0,7.0,14.0
2.0,0.0,2.0,10.105,1.0,0.3,0.303,0.62,0.0896,16.89,20.809725,3.0
4.0,0.0,2.0,-6.175,1.0,0.24,0.2576,0.75,0.0896,-10.75,1.0,2.0
6.0,0.0,2.0,1.0,1.0,0.22,0.2273,0.8,9.57,3.0,32.0,35.0
7.0,0.0,2.0,1.0,1.0,0.24,0.2424,0.75,0.1642,10.0,109.0,119.0
10.0,0.0,10.835,1.0,2.0,0.32,0.3182,0.66,0.194,22.0,56.0,78.0
13.0,0.0,10.835,10.105,2.0,0.36,0.3333,0.57,0.2836,23.0,74.0,97.0
17.0,0.0,2.0,1.0,2.0,0.36,0.3485,0.62,0.194,22.0,195.0,-22.3228125
21.0,0.0,2.0,1.0,3.0,0.32,0.3333,-4.5,0.1045,2.0,53.0,55.0
0.0,0.0,3.0,1.0,3.0,0.3,0.2879,-4.5,0.2537,16.89,8.0,8.0
5.0,0.0,3.0,1.0,2.0,0.3,0.3182,-4.5,0.1045,0.0,3.0,3.0
7.0,0.0,3.0,1.0,2.0,-3.475,0.2879,0.93,0.194,10.0,101.0,111.0
8.0,0.0,3.0,1.0,2.0,0.32,0.3182,0.93,0.0,26.0,227.0,253.0
12.0,0.0,3.0,1.0,2.0,0.4,0.4091,0.71,0.1045,23.0,65.0,88.0
17.0,0.0,3.0,1.0,2.0,0.44,0.4394,0.54,0.2985,37.0,216.0,253.0
23.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.65,0.194,9.0,18.0,37.3936875
3.0,0.0,4.0,1.0,1.0,0.34,0.3333,0.66,0.1642,1.0,1.0,2.0
4.0,0.0,4.0,1.0,1.0,0.34,0.3333,0.71,0.194,0.0,3.0,3.0
6.0,0.0,4.0,1.0,1.0,0.32,0.3182,0.76,0.194,4.0,47.0,51.0
10.0,18.295475,4.0,1.0,1.0,0.44,0.4394,0.54,0.3284,9.0,69.0,78.0
11.0,0.0,-6.725,1.0,1.0,0.44,0.4394,0.54,0.2836,20.0,66.0,86.0
14.0,0.0,4.0,10.105,1.0,0.5,0.4848,0.45,0.1045,32.0,87.0,119.0
16.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.48,0.2836,34.0,108.0,142.0
17.0,0.0,4.0,1.0,1.0,5.285,0.4848,7.1,0.194,48.0,265.0,313.0
21.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.62,0.2239,19.0,119.0,138.0
22.0,0.0,4.0,1.0,1.0,0.4,0.4091,0.66,0.2239,17.0,70.0,87.0
1.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.62,0.2537,4.0,12.0,16.0
3.0,0.0,5.0,1.0,1.0,0.36,0.3485,0.71,0.194,1.0,-16.309125,5.0
5.0,0.0,5.0,1.0,1.0,0.38,0.3939,0.66,0.1642,2.0,-16.309125,10.0
6.0,0.0,5.0,1.0,1.0,0.4,0.4091,-4.5,0.194,1.0,35.0,36.0
7.0,-11.5,5.0,1.0,1.0,0.4,0.4091,0.66,0.194,11.0,112.0,123.0
9.0,0.0,5.0,1.0,1.0,0.46,5.2925,0.63,9.57,18.0,192.0,210.0
11.0,0.0,5.0,1.0,1.0,0.54,0.5152,0.52,0.2836,55.0,104.0,159.0
14.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.39,0.2537,71.0,103.0,174.0
16.0,0.0,5.0,1.0,1.0,0.68,3.5,0.39,0.2836,67.0,137.0,204.0
22.0,-11.159125,5.0,1.0,1.0,0.62,0.6212,0.5,0.1642,55.0,63.0,-22.3228125
1.0,0.0,6.0,0.0,2.0,0.58,0.5455,0.46,0.3582,16.0,35.0,51.0
5.0,0.0,6.0,0.0,3.41,0.52,0.5,0.34,0.4179,0.0,2.0,2.0
6.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.44,0.4179,0.0,10.0,10.0
8.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.47,0.4925,11.0,37.0,48.0
10.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.38,0.4179,55.0,85.0,140.0
12.0,0.0,6.0,0.0,1.0,0.46,0.4545,0.33,0.4179,126.0,141.0,37.3936875
17.0,18.295475,6.0,0.0,1.0,0.48,0.4697,0.31,0.3284,16.89,140.0,278.0
19.0,0.0,6.0,0.0,1.0,-3.475,0.4394,7.1,0.2836,-10.75,116.0,154.0
23.0,0.0,6.0,0.0,1.0,-3.475,0.3939,0.4,0.2985,13.0,37.0,50.0
-8.125,0.0,0.0,0.0,1.0,0.32,0.2879,0.53,0.3582,2.0,22.0,24.0
3.0,0.0,0.0,0.0,1.0,0.28,0.2727,-4.5,0.2537,1.0,11.0,12.0
5.0,0.0,0.0,0.0,1.0,0.26,0.2576,0.6,0.194,3.0,6.0,9.0
6.0,0.0,0.0,0.0,1.0,0.26,0.2576,7.1,0.2239,1.0,3.0,4.0
7.0,0.0,0.0,0.0,1.0,0.24,0.2273,0.6,0.2239,5.0,9.0,14.0
10.0,0.0,0.0,0.0,2.0,0.32,3.5,0.45,0.0,55.0,81.0,136.0
13.0,0.0,0.0,0.0,1.0,0.38,0.3939,0.34,0.0,88.0,115.0,203.0
15.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.32,0.0896,172.0,136.0,308.0
20.0,18.295475,0.0,0.0,1.0,0.36,0.3333,0.46,0.2836,21.0,46.0,67.0
22.0,0.0,0.0,0.0,2.0,5.285,0.303,0.53,0.3284,8.0,30.0,38.0
23.0,0.0,0.0,0.0,3.0,0.34,0.303,0.61,0.3881,13.0,11.0,-22.3228125
